count,kind,item_buck,item_arabic,pos_summary,sample_translations
33,root,Er$,عرش,,"Or [consider such an example] as the one who passed by a township which had fallen into ruin. He said, ""How will Allah bring this to life after its death?"" So Allah caused him to die for a hundred years; then He revived him. He said, ""How long have you remained?"" The man said, ""I have remained a day"
33,root,jnb,جنب,,"Who remember Allah while standing or sitting or [lying] on their sides and give thought to the creation of the heavens and the earth, [saying], ""Our Lord, You did not create this aimlessly; exalted are You [above such a thing]; then protect us from the punishment of the Fire. || If you avoid the maj"
33,root,qsm,قسم,,"And when [other] relatives and orphans and the needy are present at the [time of] division, then provide for them [something] out of the estate and speak to them words of appropriate kindness. || Prohibited to you are dead animals, blood, the flesh of swine, and that which has been dedicated to othe"
32,lemma,xa`siriyn,خَٰسِرِين,N:32,"Who break the covenant of Allah after contracting it and sever that which Allah has ordered to be joined and cause corruption on earth. It is those who are the losers. || Then you turned away after that. And if not for the favor of Allah upon you and His mercy, you would have been among the losers."
32,lemma,zakaw`p,زَكَوٰة,N:32,"And establish prayer and give zakah and bow with those who bow [in worship and obedience]. || And [recall] when We took the covenant from the Children of Israel, [enjoining upon them], ""Do not worship except Allah; and to parents do good and to relatives, orphans, and the needy. And speak to people "
32,lemma,kafaY`,كَفَىٰ,V:32,"So if they believe in the same as you believe in, then they have been [rightly] guided; but if they turn away, they are only in dissension, and Allah will be sufficient for you against them. And He is the Hearing, the Knowing. || [Remember] when you said to the believers, ""Is it not sufficient for y"
32,lemma,ka`*ib,كَٰذِب,"N:31,ADJ:1","Then whoever argues with you about it after [this] knowledge has come to you - say, ""Come, let us call our sons and your sons, our women and your women, ourselves and yourselves, then supplicate earnestly [together] and invoke the curse of Allah upon the liars [among us]."" || But what they concealed"
32,lemma,nahaY`,نَهَىٰ,V:32,"And let there be [arising] from you a nation inviting to [all that is] good, enjoining what is right and forbidding what is wrong, and those will be the successful. || You are the best nation produced [as an example] for mankind. You enjoin what is right and forbid what is wrong and believe in Allah"
32,lemma,Ea`qibap,عَٰقِبَة,N:32,"Similar situations [as yours] have passed on before you, so proceed throughout the earth and observe how was the end of those who denied. || Say, ""Travel through the land; then observe how was the end of the deniers."""
32,lemma,>aEoraDa,أَعْرَضَ,V:32,"And the two who commit it among you, dishonor them both. But if they repent and correct themselves, leave them alone. Indeed, Allah is ever Accepting of repentance and Merciful. || Those are the ones of whom Allah knows what is in their hearts, so turn away from them but admonish them and speak to t"
32,root,mdd,مدد,,"[But] Allah mocks them and prolongs them in their transgression [while] they wander blindly. || [Remember] when you said to the believers, ""Is it not sufficient for you that your Lord should reinforce you with three thousand angels sent down?"
32,root,brr,برر,,"Do you order righteousness of the people and forget yourselves while you recite the Scripture? Then will you not reason? || Righteousness is not that you turn your faces toward the east or the west, but [true] righteousness is [in] one who believes in Allah, the Last Day, the angels, the Book, and t"
32,root,ESy,عصي,,"And [recall] when you said, ""O Moses, we can never endure one [kind of] food. So call upon your Lord to bring forth for us from the earth its green herbs and its cucumbers and its garlic and its lentils and its onions."" [Moses] said, ""Would you exchange what is better for what is less? Go into [any]"
32,root,wry,وري,,"And when it is said to them, ""Believe in what Allah has revealed,"" they say, ""We believe [only] in what was revealed to us."" And they disbelieve in what came after it, while it is the truth confirming that which is with them. Say, ""Then why did you kill the prophets of Allah before, if you are [inde"
32,root,wsE,وسع,,"And to Allah belongs the east and the west. So wherever you [might] turn, there is the Face of Allah. Indeed, Allah is all-Encompassing and Knowing. || Mothers may breastfeed their children two complete years for whoever wishes to complete the nursing [period]. Upon the father is the mothers' provis"
32,root,wSy,وصي,,"And Abraham instructed his sons [to do the same] and [so did] Jacob, [saying], ""O my sons, indeed Allah has chosen for you this religion, so do not die except while you are Muslims."" || Prescribed for you when death approaches [any] one of you if he leaves wealth [is that he should make] a bequest f"
32,root,vlv,ثلث,,"And complete the Hajj and 'umrah for Allah. But if you are prevented, then [offer] what can be obtained with ease of sacrificial animals. And do not shave your heads until the sacrificial animal has reached its place of slaughter. And whoever among you is ill or has an ailment of the head [making sh"
32,root,nSb,نصب,,"Those will have a share of what they have earned, and Allah is swift in account. || Do you not consider, [O Muhammad], those who were given a portion of the Scripture? They are invited to the Scripture of Allah that it should arbitrate between them; then a party of them turns away, and they are refu"
32,root,brk,برك,,"Indeed, the first House [of worship] established for mankind was that at Makkah - blessed and a guidance for the worlds. || And this is a Book which We have sent down, blessed and confirming what was before it, that you may warn the Mother of Cities and those around it. Those who believe in the Here"
31,lemma,>a$ad~,أَشَدّ,"N:28,ADJ:3","Then your hearts became hardened after that, being like stones or even harder. For indeed, there are stones from which rivers burst forth, and there are some of them that split open and water comes out, and there are some of them that fall down for fear of Allah. And Allah is not unaware of what you"
31,lemma,nafaEa,نَفَعَ,V:31,"And they followed [instead] what the devils had recited during the reign of Solomon. It was not Solomon who disbelieved, but the devils disbelieved, teaching people magic and that which was revealed to the two angels at Babylon, Harut and Marut. But the two angels do not teach anyone unless they say"
