surah_id,verse_id,n_letters,abjad_total,text
2,176,56,4766,ذلك بأن الله نزل الكتاب بالحق ۗ وإن الذين اختلفوا في الكتاب لفي شقاق بعيد
2,177,241,13892,۞ ليس البر أن تولوا وجوهكم قبل المشرق والمغرب ولكن البر من آمن بالله واليوم الآخر والملائكة والكتاب والنبيين وآتى المال على حبه ذوي القربى واليتامى والمساكين وابن السبيل والسائلين وفي الرقاب وأقام الصلاة وآتى الزكاة والموفون بعهدهم إذا عاهدوا ۖ والصابرين في البأساء والضراء وحين البأس ۗ أولئك الذين صدقوا ۖ وأولئك هم المتقون
2,178,147,11847,يا أيها الذين آمنوا كتب عليكم القصاص في القتلى ۖ الحر بالحر والعبد بالعبد والأنثى بالأنثى ۚ فمن عفي له من أخيه شيء فاتباع بالمعروف وأداء إليه بإحسان ۗ ذلك تخفيف من ربكم ورحمة ۗ فمن اعتدى بعد ذلك فله عذاب أليم
2,179,36,1786,ولكم في القصاص حياة يا أولي الألباب لعلكم تتقون
2,180,71,6297,كتب عليكم إذا حضر أحدكم الموت إن ترك خيرا الوصية للوالدين والأقربين بالمعروف ۖ حقا على المتقين
2,181,50,2663,فمن بدله بعدما سمعه فإنما إثمه على الذين يبدلونه ۚ إن الله سميع عليم
2,182,50,4499,فمن خاف من موص جنفا أو إثما فأصلح بينهم فلا إثم عليه ۚ إن الله غفور رحيم
2,183,58,4481,يا أيها الذين آمنوا كتب عليكم الصيام كما كتب على الذين من قبلكم لعلكم تتقون
2,184,113,10098,أياما معدودات ۚ فمن كان منكم مريضا أو على سفر فعدة من أيام أخر ۚ وعلى الذين يطيقونه فدية طعام مسكين ۖ فمن تطوع خيرا فهو خير له ۚ وأن تصوموا خير لكم ۖ إن كنتم تعلمون
2,185,174,12415,شهر رمضان الذي أنزل فيه القرآن هدى للناس وبينات من الهدى والفرقان ۚ فمن شهد منكم الشهر فليصمه ۖ ومن كان مريضا أو على سفر فعدة من أيام أخر ۗ يريد الله بكم اليسر ولا يريد بكم العسر ولتكملوا العدة ولتكبروا الله على ما هداكم ولعلكم تشكرون
2,186,70,4055,وإذا سألك عبادي عني فإني قريب ۖ أجيب دعوة الداع إذا دعان ۖ فليستجيبوا لي وليؤمنوا بي لعلهم يرشدون
2,187,269,19756,أحل لكم ليلة الصيام الرفث إلى نسائكم ۚ هن لباس لكم وأنتم لباس لهن ۗ علم الله أنكم كنتم تختانون أنفسكم فتاب عليكم وعفا عنكم ۖ فالآن باشروهن وابتغوا ما كتب الله لكم ۚ وكلوا واشربوا حتى يتبين لكم الخيط الأبيض من الخيط الأسود من الفجر ۖ ثم أتموا الصيام إلى الليل ۚ ولا تباشروهن وأنتم عاكفون في المساجد ۗ تلك حدود الله فلا تقربوها ۗ كذلك يبين الله آياته للناس لعلهم يتقون
2,188,79,4265,ولا تأكلوا أموالكم بينكم بالباطل وتدلوا بها إلى الحكام لتأكلوا فريقا من أموال الناس بالإثم وأنتم تعلمون
2,189,112,7380,۞ يسألونك عن الأهلة ۖ قل هي مواقيت للناس والحج ۗ وليس البر بأن تأتوا البيوت من ظهورها ولكن البر من اتقى ۗ وأتوا البيوت من أبوابها ۚ واتقوا الله لعلكم تفلحون
2,190,58,3940,وقاتلوا في سبيل الله الذين يقاتلونكم ولا تعتدوا ۚ إن الله لا يحب المعتدين
2,191,123,11369,واقتلوهم حيث ثقفتموهم وأخرجوهم من حيث أخرجوكم ۚ والفتنة أشد من القتل ۚ ولا تقاتلوهم عند المسجد الحرام حتى يقاتلوكم فيه ۖ فإن قاتلوكم فاقتلوهم ۗ كذلك جزاء الكافرين
2,192,22,2333,فإن انتهوا فإن الله غفور رحيم
2,193,60,4313,وقاتلوهم حتى لا تكون فتنة ويكون الدين لله ۖ فإن انتهوا فلا عدوان إلا على الظالمين
2,194,104,6942,الشهر الحرام بالشهر الحرام والحرمات قصاص ۚ فمن اعتدى عليكم فاعتدوا عليه بمثل ما اعتدى عليكم ۚ واتقوا الله واعلموا أن الله مع المتقين
2,195,59,2193,وأنفقوا في سبيل الله ولا تلقوا بأيديكم إلى التهلكة ۛ وأحسنوا ۛ إن الله يحب المحسنين
2,196,263,20531,وأتموا الحج والعمرة لله ۚ فإن أحصرتم فما استيسر من الهدي ۖ ولا تحلقوا رءوسكم حتى يبلغ الهدي محله ۚ فمن كان منكم مريضا أو به أذى من رأسه ففدية من صيام أو صدقة أو نسك ۚ فإذا أمنتم فمن تمتع بالعمرة إلى الحج فما استيسر من الهدي ۚ فمن لم يجد فصيام ثلاثة أيام في الحج وسبعة إذا رجعتم ۗ تلك عشرة كاملة ۗ ذلك لمن لم يكن أهله حاضري المسجد الحرام ۚ واتقوا الله واعلموا أن الله شديد العقاب
2,197,116,8343,الحج أشهر معلومات ۚ فمن فرض فيهن الحج فلا رفث ولا فسوق ولا جدال في الحج ۗ وما تفعلوا من خير يعلمه الله ۗ وتزودوا فإن خير الزاد التقوى ۚ واتقون يا أولي الألباب
2,198,106,11419,ليس عليكم جناح أن تبتغوا فضلا من ربكم ۚ فإذا أفضتم من عرفات فاذكروا الله عند المشعر الحرام ۖ واذكروه كما هداكم وإن كنتم من قبله لمن الضالين
2,199,46,6548,ثم أفيضوا من حيث أفاض الناس واستغفروا الله ۚ إن الله غفور رحيم
2,200,89,8992,فإذا قضيتم مناسككم فاذكروا الله كذكركم آباءكم أو أشد ذكرا ۗ فمن الناس من يقول ربنا آتنا في الدنيا وما له في الآخرة من خلاق
2,201,52,3642,ومنهم من يقول ربنا آتنا في الدنيا حسنة وفي الآخرة حسنة وقنا عذاب النار
2,202,33,967,أولئك لهم نصيب مما كسبوا ۚ والله سريع الحساب
2,203,96,7847,۞ واذكروا الله في أيام معدودات ۚ فمن تعجل في يومين فلا إثم عليه ومن تأخر فلا إثم عليه ۚ لمن اتقى ۗ واتقوا الله واعلموا أنكم إليه تحشرون
2,204,62,2382,ومن الناس من يعجبك قوله في الحياة الدنيا ويشهد الله على ما في قلبه وهو ألد الخصام
2,205,55,3960,وإذا تولى سعى في الأرض ليفسد فيها ويهلك الحرث والنسل ۗ والله لا يحب الفساد
2,206,47,4267,وإذا قيل له اتق الله أخذته العزة بالإثم ۚ فحسبه جهنم ۚ ولبئس المهاد
2,207,47,4422,ومن الناس من يشري نفسه ابتغاء مرضات الله ۗ والله رءوف بالعباد
2,208,63,4569,يا أيها الذين آمنوا ادخلوا في السلم كافة ولا تتبعوا خطوات الشيطان ۚ إنه لكم عدو مبين
2,209,46,2318,فإن زللتم من بعد ما جاءتكم البينات فاعلموا أن الله عزيز حكيم
2,210,63,6482,هل ينظرون إلا أن يأتيهم الله في ظلل من الغمام والملائكة وقضي الأمر ۚ وإلى الله ترجع الأمور
2,211,65,2883,سل بني إسرائيل كم آتيناهم من آية بينة ۗ ومن يبدل نعمة الله من بعد ما جاءته فإن الله شديد العقاب
2,212,89,7097,زين للذين كفروا الحياة الدنيا ويسخرون من الذين آمنوا ۘ والذين اتقوا فوقهم يوم القيامة ۗ والله يرزق من يشاء بغير حساب
2,213,201,14857,كان الناس أمة واحدة فبعث الله النبيين مبشرين ومنذرين وأنزل معهم الكتاب بالحق ليحكم بين الناس فيما اختلفوا فيه ۚ وما اختلف فيه إلا الذين أوتوه من بعد ما جاءتهم البينات بغيا بينهم ۖ فهدى الله الذين آمنوا لما اختلفوا فيه من الحق بإذنه ۗ والله يهدي من يشاء إلى صراط مستقيم
2,214,115,9851,أم حسبتم أن تدخلوا الجنة ولما يأتكم مثل الذين خلوا من قبلكم ۖ مستهم البأساء والضراء وزلزلوا حتى يقول الرسول والذين آمنوا معه متى نصر الله ۗ ألا إن نصر الله قريب
2,215,99,6380,يسألونك ماذا ينفقون ۖ قل ما أنفقتم من خير فللوالدين والأقربين واليتامى والمساكين وابن السبيل ۗ وما تفعلوا من خير فإن الله به عليم
2,216,86,6398,كتب عليكم القتال وهو كره لكم ۖ وعسى أن تكرهوا شيئا وهو خير لكم ۖ وعسى أن تحبوا شيئا وهو شر لكم ۗ والله يعلم وأنتم لا تعلمون
2,217,231,13918,يسألونك عن الشهر الحرام قتال فيه ۖ قل قتال فيه كبير ۖ وصد عن سبيل الله وكفر به والمسجد الحرام وإخراج أهله منه أكبر عند الله ۚ والفتنة أكبر من القتل ۗ ولا يزالون يقاتلونكم حتى يردوكم عن دينكم إن استطاعوا ۚ ومن يرتدد منكم عن دينه فيمت وهو كافر فأولئك حبطت أعمالهم في الدنيا والآخرة ۖ وأولئك أصحاب النار ۖ هم فيها خالدون
2,218,68,4890,إن الذين آمنوا والذين هاجروا وجاهدوا في سبيل الله أولئك يرجون رحمت الله ۚ والله غفور رحيم
2,219,117,8443,۞ يسألونك عن الخمر والميسر ۖ قل فيهما إثم كبير ومنافع للناس وإثمهما أكبر من نفعهما ۗ ويسألونك ماذا ينفقون قل العفو ۗ كذلك يبين الله لكم الآيات لعلكم تتفكرون
2,220,108,6928,في الدنيا والآخرة ۗ ويسألونك عن اليتامى ۖ قل إصلاح لهم خير ۖ وإن تخالطوهم فإخوانكم ۚ والله يعلم المفسد من المصلح ۚ ولو شاء الله لأعنتكم ۚ إن الله عزيز حكيم
