surah,verse,root_bw,root_ar,count,verse_text
4,102,kwn,كون,4,وإذا كنت فيهم فأقمت لهم الصلاة فلتقم طائفة منهم معك وليأخذوا أسلحتهم فإذا سجدوا فليكونوا من ورائكم ولتأت طائفة أخرى لم يصلوا فليصلوا معك وليأخذوا حذرهم وأسلحتهم ۗ ود الذين كفروا لو تغفلون عن أسلحتكم وأمتعتكم فيميلون عليكم ميلة واحدة ۚ ولا جناح عليكم إن كان بكم أذى من مطر أو كنتم مرضى أن تضعوا أسلحتكم ۖ وخذوا حذركم ۗ إن الله أعد للكافرين عذابا مهينا
4,102,slH,سلح,4,وإذا كنت فيهم فأقمت لهم الصلاة فلتقم طائفة منهم معك وليأخذوا أسلحتهم فإذا سجدوا فليكونوا من ورائكم ولتأت طائفة أخرى لم يصلوا فليصلوا معك وليأخذوا حذرهم وأسلحتهم ۗ ود الذين كفروا لو تغفلون عن أسلحتكم وأمتعتكم فيميلون عليكم ميلة واحدة ۚ ولا جناح عليكم إن كان بكم أذى من مطر أو كنتم مرضى أن تضعوا أسلحتكم ۖ وخذوا حذركم ۗ إن الله أعد للكافرين عذابا مهينا
4,131,Alh,اله,4,ولله ما في السماوات وما في الأرض ۗ ولقد وصينا الذين أوتوا الكتاب من قبلكم وإياكم أن اتقوا الله ۚ وإن تكفروا فإن لله ما في السماوات وما في الأرض ۚ وكان الله غنيا حميدا
5,4,Alh,اله,4,يسألونك ماذا أحل لهم ۖ قل أحل لكم الطيبات ۙ وما علمتم من الجوارح مكلبين تعلمونهن مما علمكم الله ۖ فكلوا مما أمسكن عليكم واذكروا اسم الله عليه ۖ واتقوا الله ۚ إن الله سريع الحساب
5,17,Alh,اله,4,لقد كفر الذين قالوا إن الله هو المسيح ابن مريم ۚ قل فمن يملك من الله شيئا إن أراد أن يهلك المسيح ابن مريم وأمه ومن في الأرض جميعا ۗ ولله ملك السماوات والأرض وما بينهما ۚ يخلق ما يشاء ۚ والله على كل شيء قدير
5,54,Alh,اله,4,يا أيها الذين آمنوا من يرتد منكم عن دينه فسوف يأتي الله بقوم يحبهم ويحبونه أذلة على المؤمنين أعزة على الكافرين يجاهدون في سبيل الله ولا يخافون لومة لائم ۚ ذلك فضل الله يؤتيه من يشاء ۚ والله واسع عليم
5,72,Alh,اله,4,لقد كفر الذين قالوا إن الله هو المسيح ابن مريم ۖ وقال المسيح يا بني إسرائيل اعبدوا الله ربي وربكم ۖ إنه من يشرك بالله فقد حرم الله عليه الجنة ومأواه النار ۖ وما للظالمين من أنصار
5,89,ymn,يمن,4,لا يؤاخذكم الله باللغو في أيمانكم ولكن يؤاخذكم بما عقدتم الأيمان ۖ فكفارته إطعام عشرة مساكين من أوسط ما تطعمون أهليكم أو كسوتهم أو تحرير رقبة ۖ فمن لم يجد فصيام ثلاثة أيام ۚ ذلك كفارة أيمانكم إذا حلفتم ۚ واحفظوا أيمانكم ۚ كذلك يبين الله لكم آياته لعلكم تشكرون
5,110,A*n,اذن,4,إذ قال الله يا عيسى ابن مريم اذكر نعمتي عليك وعلى والدتك إذ أيدتك بروح القدس تكلم الناس في المهد وكهلا ۖ وإذ علمتك الكتاب والحكمة والتوراة والإنجيل ۖ وإذ تخلق من الطين كهيئة الطير بإذني فتنفخ فيها فتكون طيرا بإذني ۖ وتبرئ الأكمه والأبرص بإذني ۖ وإذ تخرج الموتى بإذني ۖ وإذ كففت بني إسرائيل عنك إذ جئتهم بالبينات فقال الذين كفروا منهم إن هذا إلا سحر مبين
5,116,Elm,علم,4,وإذ قال الله يا عيسى ابن مريم أأنت قلت للناس اتخذوني وأمي إلهين من دون الله ۖ قال سبحانك ما يكون لي أن أقول ما ليس لي بحق ۚ إن كنت قلته فقد علمته ۚ تعلم ما في نفسي ولا أعلم ما في نفسك ۚ إنك أنت علام الغيوب
6,19,qwl,قول,4,قل أي شيء أكبر شهادة ۖ قل الله ۖ شهيد بيني وبينكم ۚ وأوحي إلي هذا القرآن لأنذركم به ومن بلغ ۚ أئنكم لتشهدون أن مع الله آلهة أخرى ۚ قل لا أشهد ۚ قل إنما هو إله واحد وإنني بريء مما تشركون
6,19,$hd,شهد,4,قل أي شيء أكبر شهادة ۖ قل الله ۖ شهيد بيني وبينكم ۚ وأوحي إلي هذا القرآن لأنذركم به ومن بلغ ۚ أئنكم لتشهدون أن مع الله آلهة أخرى ۚ قل لا أشهد ۚ قل إنما هو إله واحد وإنني بريء مما تشركون
6,19,Alh,اله,4,قل أي شيء أكبر شهادة ۖ قل الله ۖ شهيد بيني وبينكم ۚ وأوحي إلي هذا القرآن لأنذركم به ومن بلغ ۚ أئنكم لتشهدون أن مع الله آلهة أخرى ۚ قل لا أشهد ۚ قل إنما هو إله واحد وإنني بريء مما تشركون
6,50,qwl,قول,4,قل لا أقول لكم عندي خزائن الله ولا أعلم الغيب ولا أقول لكم إني ملك ۖ إن أتبع إلا ما يوحى إلي ۚ قل هل يستوي الأعمى والبصير ۚ أفلا تتفكرون
6,71,hdy,هدي,4,قل أندعو من دون الله ما لا ينفعنا ولا يضرنا ونرد على أعقابنا بعد إذ هدانا الله كالذي استهوته الشياطين في الأرض حيران له أصحاب يدعونه إلى الهدى ائتنا ۗ قل إن هدى الله هو الهدى ۖ وأمرنا لنسلم لرب العالمين
6,136,Alh,اله,4,وجعلوا لله مما ذرأ من الحرث والأنعام نصيبا فقالوا هذا لله بزعمهم وهذا لشركائنا ۖ فما كان لشركائهم فلا يصل إلى الله ۖ وما كان لله فهو يصل إلى شركائهم ۗ ساء ما يحكمون
6,150,$hd,شهد,4,قل هلم شهداءكم الذين يشهدون أن الله حرم هذا ۖ فإن شهدوا فلا تشهد معهم ۚ ولا تتبع أهواء الذين كذبوا بآياتنا والذين لا يؤمنون بالآخرة وهم بربهم يعدلون
6,158,Aty,اتي,4,هل ينظرون إلا أن تأتيهم الملائكة أو يأتي ربك أو يأتي بعض آيات ربك ۗ يوم يأتي بعض آيات ربك لا ينفع نفسا إيمانها لم تكن آمنت من قبل أو كسبت في إيمانها خيرا ۗ قل انتظروا إنا منتظرون
7,73,Alh,اله,4,وإلى ثمود أخاهم صالحا ۗ قال يا قوم اعبدوا الله ما لكم من إله غيره ۖ قد جاءتكم بينة من ربكم ۖ هذه ناقة الله لكم آية ۖ فذروها تأكل في أرض الله ۖ ولا تمسوها بسوء فيأخذكم عذاب أليم
7,89,Alh,اله,4,قد افترينا على الله كذبا إن عدنا في ملتكم بعد إذ نجانا الله منها ۚ وما يكون لنا أن نعود فيها إلا أن يشاء الله ربنا ۚ وسع ربنا كل شيء علما ۚ على الله توكلنا ۚ ربنا افتح بيننا وبين قومنا بالحق وأنت خير الفاتحين
7,146,sbl,سبل,4,سأصرف عن آياتي الذين يتكبرون في الأرض بغير الحق وإن يروا كل آية لا يؤمنوا بها وإن يروا سبيل الرشد لا يتخذوه سبيلا وإن يروا سبيل الغي يتخذوه سبيلا ۚ ذلك بأنهم كذبوا بآياتنا وكانوا عنها غافلين
7,158,Alh,اله,4,قل يا أيها الناس إني رسول الله إليكم جميعا الذي له ملك السماوات والأرض ۖ لا إله إلا هو يحيي ويميت ۖ فآمنوا بالله ورسوله النبي الأمي الذي يؤمن بالله وكلماته واتبعوه لعلكم تهتدون
8,30,mkr,مكر,4,وإذ يمكر بك الذين كفروا ليثبتوك أو يقتلوك أو يخرجوك ۚ ويمكرون ويمكر الله ۖ والله خير الماكرين
9,19,Alh,اله,4,۞ أجعلتم سقاية الحاج وعمارة المسجد الحرام كمن آمن بالله واليوم الآخر وجاهد في سبيل الله ۚ لا يستوون عند الله ۗ والله لا يهدي القوم الظالمين
9,30,qwl,قول,4,وقالت اليهود عزير ابن الله وقالت النصارى المسيح ابن الله ۖ ذلك قولهم بأفواههم ۖ يضاهئون قول الذين كفروا من قبل ۚ قاتلهم الله ۚ أنى يؤفكون
9,52,rbS,ربص,4,قل هل تربصون بنا إلا إحدى الحسنيين ۖ ونحن نتربص بكم أن يصيبكم الله بعذاب من عنده أو بأيدينا ۖ فتربصوا إنا معكم متربصون
9,59,Alh,اله,4,ولو أنهم رضوا ما آتاهم الله ورسوله وقالوا حسبنا الله سيؤتينا الله من فضله ورسوله إنا إلى الله راغبون
9,61,Amn,امن,4,ومنهم الذين يؤذون النبي ويقولون هو أذن ۚ قل أذن خير لكم يؤمن بالله ويؤمن للمؤمنين ورحمة للذين آمنوا منكم ۚ والذين يؤذون رسول الله لهم عذاب أليم
9,80,gfr,غفر,4,استغفر لهم أو لا تستغفر لهم إن تستغفر لهم سبعين مرة فلن يغفر الله لهم ۚ ذلك بأنهم كفروا بالله ورسوله ۗ والله لا يهدي القوم الفاسقين
9,99,Alh,اله,4,ومن الأعراب من يؤمن بالله واليوم الآخر ويتخذ ما ينفق قربات عند الله وصلوات الرسول ۚ ألا إنها قربة لهم ۚ سيدخلهم الله في رحمته ۗ إن الله غفور رحيم
10,35,Hqq,حقق,4,قل هل من شركائكم من يهدي إلى الحق ۚ قل الله يهدي للحق ۗ أفمن يهدي إلى الحق أحق أن يتبع أمن لا يهدي إلا أن يهدى ۖ فما لكم كيف تحكمون
10,41,Eml,عمل,4,وإن كذبوك فقل لي عملي ولكم عملكم ۖ أنتم بريئون مما أعمل وأنا بريء مما تعملون
11,20,kwn,كون,4,أولئك لم يكونوا معجزين في الأرض وما كان لهم من دون الله من أولياء ۘ يضاعف لهم العذاب ۚ ما كانوا يستطيعون السمع وما كانوا يبصرون
11,27,rAy,راي,4,فقال الملأ الذين كفروا من قومه ما نراك إلا بشرا مثلنا وما نراك اتبعك إلا الذين هم أراذلنا بادي الرأي وما نرى لكم علينا من فضل بل نظنكم كاذبين
11,38,sxr,سخر,4,ويصنع الفلك وكلما مر عليه ملأ من قومه سخروا منه ۚ قال إن تسخروا منا فإنا نسخر منكم كما تسخرون
