rank,buckwalter,arabic,count,root_buck,root_arabic
564,ta>owiyl,تَأْوِيل,17,Awl,اول
565,qaA^}im,قَا^ئِم,17,qwm,قوم
566,fa`Hi$ap,فَٰحِشَة,17,fH$,فحش
567,banaAt,بَنَات,17,bny,بني
568,HusonaY`,حُسْنَىٰ,17,Hsn,حسن
569,naEiym,نَعِيم,17,nEm,نعم
570,faS~ala,فَصَّلَ,17,fSl,فصل
571,>adoraY`,أَدْرَىٰ,17,dry,دري
572,vamara`t,ثَمَرَٰت,16,vmr,ثمر
573,>an[bata,أَن[بَتَ,16,nbt,نبت
574,fataHa,فَتَحَ,16,ftH,فتح
575,qurobaY`,قُرْبَىٰ,16,qrb,قرب
576,>aZolam,أَظْلَم,16,Zlm,ظلم
577,>atam~a,أَتَمَّ,16,tmm,تمم
578,yaEoquwb,يَعْقُوب,16,,
579,Tay~ib,طَيِّب,16,Tyb,طيب
580,>aloba`b,أَلْبَٰب,16,lbb,لبب
581,{ntahaY`,ٱنتَهَىٰ,16,nhy,نهي
582,waqaY`,وَقَىٰ,16,wqy,وقي
583,haAjara,هَاجَرَ,16,hjr,هجر
584,basaTa,بَسَطَ,16,bsT,بسط
585,daAwud,دَاوُد,16,,
586,marojiE,مَرْجِع,16,rjE,رجع
587,fariHa,فَرِحَ,16,frH,فرح
588,sun~ap,سُنَّة,16,snn,سنن
589,saAra,سَارَ,16,syr,سير
590,man~a,مَنَّ,16,mnn,منن
591,saEiyr,سَعِير,16,sEr,سعر
592,xasira,خَسِرَ,16,xsr,خسر
593,>ufika,أُفِكَ,16,Afk,افك
594,{sotamaEa,ٱسْتَمَعَ,16,smE,سمع
595,fu&aAd,فُؤَاد,16,fAd,فاد
596,miyzaAn,مِيزَان,16,wzn,وزن
597,qara>a,قَرَأَ,16,qrA,قرا
598,qad~ara,قَدَّرَ,16,qdr,قدر
599,>afosadu,أَفْسَدُ,15,fsd,فسد
600,kul~amaA,كُلَّمَا,15,kll,كلل
601,yubodiYa,يُبْدِىَ,15,bdw,بدو
602,sakana,سَكَنَ,15,skn,سكن
603,Sabor,صَبْر,15,Sbr,صبر
604,$ariba,شَرِبَ,15,$rb,شرب
605,{EotadaY`,ٱعْتَدَىٰ,15,Edw,عدو
606,naSoraAniy~,نَصْرَانِيّ,15,nSr,نصر
607,bu$oraY`,بُشْرَىٰ,15,b$r,بشر
608,Zahor,ظَهْر,15,Zhr,ظهر
609,mil~ap,مِلَّة,15,mll,ملل
610,Sadaqa,صَدَقَ,15,Sdq,صدق
611,mun*ir,مُنذِر,15,n*r,نذر
612,Haliym,حَلِيم,15,Hlm,حلم
613,waEaZo,وَعَظْ,15,wEZ,وعظ
614,malik,مَلِك,15,mlk,ملك
615,galabu,غَلَبُ,15,glb,غلب
616,>atobaEa,أَتْبَعَ,15,tbE,تبع
617,qisoT,قِسْط,15,qsT,قسط
618,bala`g,بَلَٰغ,15,blg,بلغ
619,gar~a,غَرَّ,15,grr,غرر
620,>uw*iYa,أُوذِىَ,15,A*y,اذي
621,yasiyr,يَسِير,15,ysr,يسر
622,Haraj,حَرَج,15,Hrj,حرج
623,>ax~ara,أَخَّرَ,15,Axr,اخر
624,$ak~,شَكّ,15,$kk,شكك
625,rijol,رِجْل,15,rjl,رجل
626,SanaEu,صَنَعُ,15,SnE,صنع
627,musorif,مُسْرِف,15,srf,سرف
628,>agonaY`,أَغْنَىٰ,15,gny,غني
629,tanziyl,تَنزِيل,15,nzl,نزل
630,DaA^l~,ضَا^لّ,14,Dll,ضلل
631,laqu,لَقُ,14,lqy,لقي
632,kalima`t,كَلِمَٰت,14,klm,كلم
633,xaA$iE,خَاشِع,14,x$E,خشع
634,Eadol,عَدْل,14,Edl,عدل
635,gaDab,غَضَب,14,gDb,غضب
636,>axolafu,أَخْلَفُ,14,xlf,خلف
637,waAlid,وَالِد,14,wld,ولد
638,laEonap,لَعْنَة,14,lEn,لعن
639,m~uhiyn,مُّهِين,14,hwn,هون
640,>alof,أَلْف,14,Alf,الف
641,maqaAm,مَقَام,14,qwm,قوم
642,balad,بَلَد,14,bld,بلد
643,$aAkir,شَاكِر,14,$kr,شكر
644,Huduwd,حُدُود,14,Hdd,حدد
645,{botigaA^',ٱبْتِغَا^ء,14,bgy,بغي
646,nakaHa,نَكَحَ,14,nkH,نكح
647,Halalo,حَلَلْ,14,Hll,حلل
648,kaf~ara,كَفَّرَ,14,kfr,كفر
649,Sarafa,صَرَفَ,14,Srf,صرف
650,Eadala,عَدَلَ,14,Edl,عدل
651,>uxot,أُخْت,14,Axw,اخو
652,>aEotadato,أَعْتَدَتْ,14,Etd,عتد
653,Zil~,ظِلّ,14,Zll,ظلل
654,layot,لَيْت,14,,
655,<i*aA2,إِذَا²,14,,
656,>avar,أَثَر,14,Avr,اثر
657,Sidoq,صِدْق,14,Sdq,صدق
658,qaAdir,قَادِر,14,qdr,قدر
659,ka$afa,كَشَفَ,14,k$f,كشف
660,>amiyn,أَمِين,14,Amn,امن
661,madiynap,مَدِينَة,14,mdn,مدن
662,mufoliHuwn,مُفْلِحُون,13,flH,فلح
663,m~araD,مَّرَض,13,mrD,مرض
664,mad~a,مَدَّ,13,mdd,مدد
665,saw~aY`,سَوَّىٰ,13,swy,سوي
666,>abaY,أَبَى,13,Aby,ابي
667,$afa`Eap,شَفَٰعَة,13,$fE,شفع
668,Harov,حَرْث,13,Hrv,حرث
669,Huson,حُسْن,13,Hsn,حسن
670,vala`vap,ثَلَٰثَة,13,vlv,ثلث
671,qitaAl,قِتَال,13,qtl,قتل
672,tarab~aSo,تَرَبَّصْ,13,rbS,ربص
673,riDowa`n,رِضْوَٰن,13,rDw,رضو
674,gula`m,غُلَٰم,13,glm,غلم
675,vawaAb,ثَوَاب,13,vwb,ثوب
676,mavowFY,مَثْوًى,13,vwy,ثوي
677,ga$iya,غَشِيَ,13,g$w,غشو
678,jamoE,جَمْع,13,jmE,جمع
679,gaAlib,غَالِب,13,glb,غلب
680,yaSolaY,يَصْلَى,13,Sly,صلي
681,wariva,وَرِثَ,13,wrv,ورث
682,zaEama,زَعَمَ,13,zEm,زعم
683,{vonayon,ٱثْنَيْن,13,vny,ثني
684,>aToEama,أَطْعَمَ,13,TEm,طعم
685,mak~a,مَكَّ,13,mkn,مكن
686,bagotap,بَغْتَة,13,bgt,بغت
687,n~ajom,نَّجْم,13,njm,نجم
688,yaSifu,يَصِفُ,13,wSf,وصف
689,>asomaEa,أَسْمَعَ,13,smE,سمع
690,Ha`fiZ,حَٰفِظ,13,HfZ,حفظ
691,SayoHap,صَيْحَة,13,SyH,صيح
692,yuwqinu,يُوقِنُ,12,yqn,يقن
693,>aSam~,أَصَمّ,12,Smm,صمم
694,quTiEa,قُطِعَ,12,qTE,قطع
695,taw~aAb,تَوَّاب,12,twb,توب
696,>adonaY`,أَدْنَىٰ,12,dnw,دنو
697,saqaY`,سَقَىٰ,12,sqy,سقي
698,HaA^j~a,حَا^جَّ,12,Hjj,حجج
699,>aEolan,أَعْلَن,12,Eln,علن
700,<iHosa`n,إِحْسَٰن,12,Hsn,حسن
701,m~anaEa,مَّنَعَ,12,mnE,منع
702,<imaAm,إِمَام,12,Amm,امم
703,<isomaAEiyl,إِسْمَاعِيل,12,,
704,zak~aY`,زَكَّىٰ,12,zkw,زكو
705,{SoTafaY`,ٱصْطَفَىٰ,12,Sfw,صفو
706,Haniyf,حَنِيف,12,Hnf,حنف
707,yunZaru,يُنظَرُ,12,nZr,نظر
708,laHom,لَحْم,12,lHm,لحم
709,HabiTa,حَبِطَ,12,HbT,حبط
710,>aroHaAm,أَرْحَام,12,rHm,رحم
711,yaHo*aru,يَحْذَرُ,12,H*r,حذر
712,faqiyr,فَقِير,12,fqr,فقر
713,<injiyl,إِنجِيل,12,,
714,Sal~aY`,صَلَّىٰ,12,Slw,صلو
715,Tiyn,طِين,12,Tyn,طين
716,>afowa`h,أَفْوَٰه,12,fwh,فوه
717,Ea`mil,عَٰمِل,12,Eml,عمل
718,qaEada,قَعَدَ,12,qEd,قعد
719,>axozayo,أَخْزَيْ,12,xzy,خزي
720,tadoriY,تَدْرِى,12,dry,دري
721,Halafo,حَلَفْ,12,Hlf,حلف
722,HafiyZ,حَفِيظ,12,HfZ,حفظ
723,waqaEa,وَقَعَ,12,wqE,وقع
724,bariY^',بَرِى^ء,12,brA,برا
725,fatoH,فَتْح,12,ftH,فتح
726,qaT~aEa,قَطَّعَ,12,qTE,قطع
727,wizor,وِزْر,12,wzr,وزر
728,jaHadu,جَحَدُ,12,jHd,جحد
729,xa`liq,خَٰلِق,12,xlq,خلق
730,muEojiz,مُعْجِز,12,Ejz,عجز
731,bada>a,بَدَأَ,12,bdA,بدا
732,>aworava,أَوْرَثَ,12,wrv,ورث
733,siniyn,سِنِين,12,snw,سنو
734,xar~a,خَرَّ,12,xrr,خرر
735,masokan,مَسْكَن,12,skn,سكن
736,{sota_#o*ana,ٱسْتَـ#ْذَنَ,12,A*n,اذن
737,kafuwr,كَفُور,12,kfr,كفر
738,m~awoEid,مَّوْعِد,12,wEd,وعد
739,TagaY`,طَغَىٰ,12,Tgy,طغي
740,salaka,سَلَكَ,12,slk,سلك
741,n~uTofap,نُّطْفَة,12,nTf,نطف
742,ka*aba,كَذَبَ,11,k*b,كذب
743,EaraDa,عَرَضَ,11,ErD,عرض
744,<iboliys,إِبْلِيس,11,,
745,yaqorabu,يَقْرَبُ,11,qrb,قرب
746,vaman,ثَمَن,11,vmn,ثمن
747,labaso,لَبَسْ,11,lbs,لبس
748,haAdu,هَادُ,11,hwd,هود
749,huzuw,هُزُو,11,hzA,هزا
750,xizoY,خِزْى,11,xzy,خزي
751,bagoy,بَغْي,11,bgy,بغي
752,Ea`hada,عَٰهَدَ,11,Ehd,عهد
753,ma$oriq,مَشْرِق,11,$rq,شرق
754,yanaAlu,يَنَالُ,11,nyl,نيل
755,waS~aY`,وَصَّىٰ,11,wSy,وصي
756,EaAbid,عَابِد,11,Ebd,عبد
757,muxoliS,مُخْلِص,11,xlS,خلص
758,ra'uwf,رَءُوف,11,rAf,راف
759,Eid~ap,عِدَّة,11,Edd,عدد
760,tamat~aEa,تَمَتَّعَ,11,mtE,متع
761,>aEojaba,أَعْجَبَ,11,Ejb,عجب
762,fasaAd,فَسَاد,11,fsd,فسد
763,Eiz~ap,عِزَّة,11,Ezz,عزز
764,Hasob,حَسْب,11,Hsb,حسب
765,saxira,سَخِرَ,11,sxr,سخر
766,nafoE,نَفْع,11,nfE,نفع
767,sir~,سِرّ,11,srr,سرر
768,qadar,قَدَر,11,qdr,قدر
769,DiEof,ضِعْف,11,DEf,ضعف
770,kaviyrap,كَثِيرَة,11,kvr,كثر
771,Ealiy~,عَلِيّ,11,Elw,علو
772,$araAb,شَرَاب,11,$rb,شرب
773,Einab,عِنَب,11,Enb,عنب
774,<iHodaY,إِحْدَى,11,AHd,احد
775,naASir,نَاصِر,11,nSr,نصر
776,masiyH,مَسِيح,11,,
777,>awolaY`,أَوْلَىٰ,11,wly,ولي
778,badaA,بَدَا,11,bdw,بدو
779,najowaY`^,نَجْوَىٰ^,11,njw,نجو
780,>a*ohaba,أَذْهَبَ,11,*hb,ذهب
781,hawaA^',هَوَا^ء,11,hwy,هوي
782,TabaEa,طَبَعَ,11,TbE,طبع
783,$iyEap,شِيعَة,11,$yE,شيع
784,naxol,نَخْل,11,nxl,نخل
785,$uEayob,شُعَيْب,11,,
786,qawiY~,قَوِىّ,11,qwy,قوي
787,Eadon,عَدْن,11,,
788,banaY`,بَنَىٰ,11,bny,بني
789,>anaAba,أَنَابَ,11,nwb,نوب
790,Earabiy~,عَرَبِيّ,11,Erb,عرب
791,m~aEoluwm,مَّعْلُوم,11,Elm,علم
792,majonuwn,مَجْنُون,11,jnn,جنن
793,yas~ara,يَسَّرَ,11,ysr,يسر
794,fa`kihap,فَٰكِهَة,11,fkh,فكه
795,suwrap,سُورَة,10,swr,سور
796,HijaArap,حِجَارَة,10,Hjr,حجر
797,yaSilu,يَصِلُ,10,wSl,وصل
798,dam,دَم,10,dmw,دمو
799,musotaqar~,مُسْتَقَرّ,10,qrr,قرر
800,Eijol,عِجْل,10,Ejl,عجل
801,fasaqa,فَسَقَ,10,fsq,فسق
802,EaSaA2,عَصَا²,10,ESw,عصو
803,Tuwr,طُور,10,Twr,طور
804,Eu*o,عُذْ,10,Ew*,عوذ
805,jaAhil,جَاهِل,10,jhl,جهل
806,naba*a,نَبَذَ,10,nb*,نبذ
807,magorib,مَغْرِب,10,grb,غرب
808,taqab~ala,تَقَبَّلَ,10,qbl,قبل
809,>aDaAEu,أَضَاعُ,10,DyE,ضيع
810,xayora`t,خَيْرَٰت,10,xyr,خير
811,m~uSiybap,مُّصِيبَة,10,Swb,صوب
812,m~ariyD,مَّرِيض,10,mrD,مرض
813,libaAs,لِبَاس,10,lbs,لبس
814,qatol,قَتْل,10,qtl,قتل
815,sariyE,سَرِيع,10,srE,سرع
816,>aHaq~,أَحَقّ,10,Hqq,حقق
817,Tal~aqa,طَلَّقَ,10,Tlq,طلق
818,fi}ap,فِئَة,10,fAy,فاي
819,vab~ato,ثَبَّتْ,10,vbt,ثبت
820,mar~a,مَرَّ,10,mrr,مرر
821,miA}ap,مِائَة,10,mAy,ماي
822,saEoy,سَعْي,10,sEy,سعي
823,nazaEa,نَزَعَ,10,nzE,نزع
824,yuwliju,يُولِجُ,10,wlj,ولج
825,m~uHoDar,مُّحْضَر,10,HDr,حضر
826,Ea$iY~,عَشِىّ,10,E$w,عشو
827,>amad~a,أَمَدَّ,10,mdd,مدد
828,kaY,كَى,10,,
829,{jotabaY`,ٱجْتَبَىٰ,10,jby,جبي
830,baxila,بَخِلَ,10,bxl,بخل
831,SaAHib,صَاحِب,10,SHb,صحب
832,m~uqiym,مُّقِيم,10,qwm,قوم
833,jab~aAr,جَبَّار,10,jbr,جبر
834,Dar~,ضَرّ,10,Drr,ضرر
835,rijos,رِجْس,10,rjs,رجس
836,HaAqa,حَاقَ,10,Hyq,حيق
837,lahow,لَهْو,10,lhw,لهو
838,Sar~afo,صَرَّفْ,10,Srf,صرف
839,$afiyE,شَفِيع,10,$fE,شفع
840,S~uwr,صُّور,10,Swr,صور
841,faTara,فَطَرَ,10,fTr,فطر
842,zaroE,زَرْع,10,zrE,زرع
843,m~uxotalif,مُّخْتَلِف,10,xlf,خلف
844,Zahara,ظَهَرَ,10,Zhr,ظهر
845,kayol,كَيْل,10,kyl,كيل
846,madoyan,مَدْيَن,10,,
847,jin~ap,جِنَّة,10,jnn,جنن
848,{sotaqa`mu,ٱسْتَقَٰمُ,10,qwm,قوم
849,>aEoraAb,أَعْرَاب,10,Erb,عرب
850,'aAminiyn,ءَامِنِين,10,Amn,امن
851,rawa`siY,رَوَٰسِى,10,rsw,رسو
852,$akuwr,شَكُور,10,$kr,شكر
853,>aHoSaY`,أَحْصَىٰ,10,HSy,حصي
854,wa`liday,وَٰلِدَي,10,wld,ولد
855,Sad~aqa,صَدَّقَ,10,Sdq,صدق
856,Tugoya`n,طُغْيَٰن,9,Tgy,طغي
857,Dala`lap,ضَلَٰلَة,9,Dll,ضلل
858,tija`rap,تِجَٰرَة,9,tjr,تجر
859,muHiyT,مُحِيط,9,HwT,حوط
860,yasotaHoYi.^,يَسْتَحْىِ.^,9,Hyy,حيي
861,xaliyfap,خَلِيفَة,9,xlf,خلف
862,tabiEa,تَبِعَ,9,tbE,تبع
863,yaqobalu,يَقْبَلُ,9,qbl,قبل
864,rijoz,رِجْز,9,rjz,رجز
865,m~awoEiZap,مَّوْعِظَة,9,wEZ,وعظ
866,lawon,لَوْن,9,lwn,لون
867,>ay~ada,أَيَّدَ,9,Ayd,ايد
868,far~aqu,فَرَّقُ,9,frq,فرق
869,yahuwdiy~,يَهُودِيّ,9,,
870,wa`siE,وَٰسِع,9,wsE,وسع
871,ba$iyr,بَشِير,9,b$r,بشر
872,Tah~ara,طَهَّرَ,9,Thr,طهر
873,saHaAb,سَحَاب,9,sHb,سحب
874,Hub~,حُبّ,9,Hbb,حبب
875,sabab,سَبَب,9,sbb,سبب
876,raqabap,رَقَبَة,9,rqb,رقب
877,Dar~aA^',ضَرَّا^ء,9,Drr,ضرر
878,SiyaAm,صِيَام,9,Swm,صوم
879,Haj~,حَجّ,9,Hjj,حجج
880,>a*FY,أَذًى,9,A*y,اذي
881,faraDa,فَرَضَ,9,frD,فرض
882,muba$~ir,مُبَشِّر,9,b$r,بشر
883,mataY`,مَتَىٰ,9,,
884,yu&aAxi*u,يُؤَاخِذُ,9,Ax*,اخذ
885,lagow,لَغْو,9,lgw,لغو
886,>arobaEap,أَرْبَعَة,9,rbE,ربع
887,yuDa`Eifu,يُضَٰعِفُ,9,DEf,ضعف
888,EaAm,عَام,9,Ewm,عوم
889,{Toma>an~a,ٱطْمَأَنَّ,9,Tmn,طمن
890,xabiyv,خَبِيث,9,xbv,خبث
891,{rotaAba,ٱرْتَابَ,9,ryb,ريب
892,ma_#aAb,مَـ#َاب,9,Awb,اوب
893,nabaAt,نَبَات,9,nbt,نبت
894,hunaAlik,هُنَالِك,9,,
895,Tay~ibap,طَيِّبَة,9,Tyb,طيب
896,Eiwaj,عِوَج,9,Ewj,عوج
897,yusa`riEu,يُسَٰرِعُ,9,srE,سرع
898,galiyZ,غَلِيظ,9,glZ,غلظ
899,>amolaY`,أَمْلَىٰ,9,mlw,ملو
900,guruwr,غُرُور,9,grr,غرر
901,yatasaA^'alu,يَتَسَا^ءَلُ,9,sAl,سال
902,{jotanabu,ٱجْتَنَبُ,9,jnb,جنب
903,juluwd,جُلُود,9,jld,جلد
904,ramaY`,رَمَىٰ,9,rmy,رمي
905,xaADu,خَاضُ,9,xwD,خوض
906,EibaAdat,عِبَادَت,9,Ebd,عبد
907,>aDal~,أَضَلّ,9,Dll,ضلل
908,>asa`Tiyr,أَسَٰطِير,9,sTr,سطر
909,m~aboEuwvuwn,مَّبْعُوثُون,9,bEv,بعث
910,yaloEabo,يَلْعَبْ,9,lEb,لعب
911,A^tiy,ا^تِي,9,Aty,اتي
912,gil~,غِلّ,9,gll,غلل
913,tabaAraka,تَبَارَكَ,9,brk,برك
914,Sa`liH2,صَٰلِح²,9,SlH,صلح
915,Eunuq,عُنُق,9,Enq,عنق
916,'aAwaY`^,ءَاوَىٰ^,9,Awy,اوي
917,sawo',سَوْء,9,swA,سوا
918,rakiba,رَكِبَ,9,rkb,ركب
919,walada,وَلَدَ,9,wld,ولد
920,faAEil,فَاعِل,9,fEl,فعل
921,muxolaS,مُخْلَص,9,xlS,خلص
922,>aqobala,أَقْبَلَ,9,qbl,قبل
923,qaraAr,قَرَار,9,qrr,قرر
924,Zal~a,ظَلَّ,9,Zll,ظلل
925,>aEolaY`,أَعْلَىٰ,9,Elw,علو
926,jaAnib,جَانِب,9,jnb,جنب
927,{nTalaqa,ٱنطَلَقَ,9,Tlq,طلق
928,ta*okirap,تَذْكِرَة,9,*kr,ذكر
929,qa*afa,قَذَفَ,9,q*f,قذف
930,yanTiqu,يَنطِقُ,9,nTq,نطق
931,<ifok,إِفْك,9,Afk,افك
932,faSol,فَصْل,9,fSl,فصل
933,SaAEiqap,صَاعِقَة,8,SEq,صعق
934,yahobiTu,يَهْبِطُ,8,hbT,هبط
935,raAkiE,رَاكِع,8,rkE,ركع
936,bir~,بِرّ,8,brr,برر
937,layolap,لَيْلَة,8,lyl,ليل
938,xaTiy^_#ap,خَطِي^ـ#َة,8,xTA,خطا
939,_#a`n,ـ#َٰن,8,,
940,xa$oyap,خَشْيَة,8,x$y,خشي
941,yaTomaEu,يَطْمَعُ,8,TmE,طمع
942,Eudowa`n,عُدْوَٰن,8,Edw,عدو
943,xaf~afa,خَفَّفَ,8,xff,خفف
944,hawaY`,هَوَىٰ,8,hwy,هوي
945,buroha`n,بُرْهَٰن,8,brhn,برهن
946,qaAnit,قَانِت,8,qnt,قنت
947,{botalaY`^,ٱبْتَلَىٰ^,8,blw,بلو
948,Eaqib,عَقِب,8,Eqb,عقب
949,waSiy~ap,وَصِيَّة,8,wSy,وصي
950,>ujiybat,أُجِيبَت,8,jwb,جوب
951,>aboyaD,أَبْيَض,8,byD,بيض
952,miyqa`t,مِيقَٰت,8,wqt,وقت
953,zaAlat,زَالَت,8,zyl,زيل
954,{rotad~a,ٱرْتَدَّ,8,rdd,ردد
955,mana`fiE,مَنَٰفِع,8,nfE,نفع
956,qadam,قَدَم,8,qdm,قدم
957,T~a`guwt,طَّٰغُوت,8,Tgy,طغي
958,Sadaqa`t,صَدَقَٰت,8,Sdq,صدق
959,DaEiyf,ضَعِيف,8,DEf,ضعف
960,*ahab,ذَهَب,8,*hb,ذهب
961,<isola`m,إِسْلَٰم,8,slm,سلم
962,sam~aY`,سَمَّىٰ,8,smw,سمو
963,{xotaSamu,ٱخْتَصَمُ,8,xSm,خصم
964,muqar~abuwn,مُقَرَّبُون,8,qrb,قرب
965,taEaAla,تَعَالَ,8,Elw,علو
966,{zodaAdu,ٱزْدَادُ,8,zyd,زيد
967,mubaArak,مُبَارَك,8,brk,برك
968,tafar~aqa,تَفَرَّقَ,8,frq,فرق
969,ham~a,هَمَّ,8,hmm,همم
970,janb,جَنب,8,jnb,جنب
971,nuzul,نُزُل,8,nzl,نزل
972,kabura,كَبُرَ,8,kbr,كبر
973,muHoSana`t,مُحْصَنَٰت,8,HSn,حصن
974,qariyn,قَرِين,8,qrn,قرن
975,mivoqaAl,مِثْقَال,8,vql,ثقل
976,nafara,نَفَرَ,8,nfr,نفر
977,m~awad~ap,مَّوَدَّة,8,wdd,ودد
978,kaf~a,كَفَّ,8,kff,كفف
979,yaqiyn,يَقِين,8,yqn,يقن
980,ya}isa,يَئِسَ,8,yAs,ياس
981,laEib,لَعِب,8,lEb,لعب
982,xazaA^}in,خَزَا^ئِن,8,xzn,خزن
983,Za`hir,ظَٰهِر,8,Zhr,ظهر
984,>a$ud~,أَشُدّ,8,$dd,شدد
985,yantaZiru,يَنتَظِرُ,8,nZr,نظر
986,>agowayo,أَغْوَيْ,8,gwy,غوي
987,Eajibu,عَجِبُ,8,Ejb,عجب
988,{sotaDoEafu,ٱسْتَضْعَفُ,8,DEf,ضعف
989,yam~,يَمّ,8,ymm,يمم
990,ba`raka,بَٰرَكَ,8,brk,برك
991,dam~ara,دَمَّرَ,8,dmr,دمر
992,vala`v,ثَلَٰث,8,vlv,ثلث
993,kiydu,كِيدُ,8,kyd,كيد
994,mudobir,مُدْبِر,8,dbr,دبر
995,>aEoTaY`,أَعْطَىٰ,8,ETw,عطو
996,>aZohara,أَظْهَرَ,8,Zhr,ظهر
997,xila`l,خِلَٰل,8,xll,خلل
998,viyaAb,ثِيَاب,8,vwb,ثوب
999,ra`wadu,رَٰوَدُ,8,rwd,رود
1000,jadiyd,جَدِيد,8,jdd,جدد
1001,>asoqayo,أَسْقَيْ,8,sqy,سقي
1002,xasafa,خَسَفَ,8,xsf,خسف
1003,{$otahato,ٱشْتَهَتْ,8,$hw,شهو
1004,Sawot,صَوْت,8,Swt,صوت
1005,$~imaAl,شِّمَال,8,$ml,شمل
1006,mut~aki_#iyn,مُتَّكِـ#ِين,8,wkA,وكا
1007,mu$ofiquwn,مُشْفِقُون,8,$fq,شفق
1008,tazak~aY`,تَزَكَّىٰ,8,zkw,زكو
1009,SuHuf,صُحُف,8,SHf,صحف
1010,faroj,فَرْج,8,frj,فرج
1011,TaAfa,طَافَ,8,Twf,طوف
1012,safiyh,سَفِيه,7,sfh,سفه
1013,yaEomahu,يَعْمَهُ,7,Emh,عمه
1014,kabiyrap,كَبِيرَة,7,kbr,كبر
1015,>arobaE,أَرْبَع,7,rbE,ربع
1016,furoqaAn,فُرْقَان,7,frq,فرق
1017,{vonatayon,ٱثْنَتَيْن,7,vny,ثني
1018,*il~ap,ذِلَّة,7,*ll,ذلل
1019,sanap,سَنَة,7,snw,سنو
1020,>ansaY`,أَنسَىٰ,7,nsy,نسي
1021,EaAkif,عَاكِف,7,Ekf,عكف
1022,{DoTur~a,ٱضْطُرَّ,7,Drr,ضرر
1023,HaDara,حَضَرَ,7,HDr,حضر
1024,$iqaAq,شِقَاق,7,$qq,شقق
1025,qibolap,قِبْلَة,7,qbl,قبل
1026,Huj~ap,حُجَّة,7,Hjj,حجج
1027,{xotila`f,ٱخْتِلَٰف,7,xlf,خلف
1028,Hasorap,حَسْرَة,7,Hsr,حسر
1029,faHo$aA^',فَحْشَا^ء,7,fH$,فحش
1030,saA^}il,سَا^ئِل,7,sAl,سال
1031,safar,سَفَر,7,sfr,سفر
1032,yusor,يُسْر,7,ysr,يسر
1033,hadoy,هَدْي,7,hdy,هدي
1034,>afaADa,أَفَاضَ,7,fyD,فيض
1035,>a$ohada,أَشْهَدَ,7,$hd,شهد
1036,miha`d,مِهَٰد,7,mhd,مهد
1037,<iSola`H,إِصْلَٰح,7,SlH,صلح
1038,{Eotazala,ٱعْتَزَلَ,7,Ezl,عزل
1039,{fotadaY`,ٱفْتَدَىٰ,7,fdy,فدي
1040,yukal~ifu,يُكَلِّفُ,7,klf,كلف
1041,waAriv,وَارِث,7,wrv,ورث
1042,Ea$or,عَشْر,7,E$r,عشر
1043,niSof,نِصْف,7,nSf,نصف
1044,bayoE,بَيْع,7,byE,بيع
1045,>ukul,أُكُل,7,Akl,اكل
1046,n~axiyl,نَّخِيل,7,nxl,نخل
1047,r~ibaw`A,رِّبَوٰا,7,rbw,ربو
1048,>aviym,أَثِيم,7,Avm,اثم
1049,{lotaqaY,ٱلْتَقَى,7,lqy,لقي
1050,zakariy~aA,زَكَرِيَّا,7,,
1051,daAmu,دَامُ,7,dwm,دوم
1052,tawobap,تَوْبَة,7,twb,توب
1053,Habol,حَبْل,7,Hbl,حبل
1054,ka>ay~in,كَأَيِّن,7,,
1055,tana`zaEu,تَنَٰزَعُ,7,nzE,نزع
1056,yasotabo$iru,يَسْتَبْشِرُ,7,b$r,بشر
1057,HaZ~,حَظّ,7,HZZ,حظظ
1058,zubur,زُبُر,7,zbr,زبر
1059,>abawaAn,أَبَوَان,7,Abw,ابو
1060,<ixowapN,إِخْوَةٌ,7,Axw,اخو
1061,HafiZa,حَفِظَ,7,HfZ,حفظ
1062,mafoEuwl,مَفْعُول,7,fEl,فعل
1063,>ahodaY`,أَهْدَىٰ,7,hdy,هدي
1064,waliyd,وَلِيد,7,wld,ولد
1065,qaAEid,قَاعِد,7,qEd,قعد
1066,muhaAjir,مُهَاجِر,7,hjr,هجر
1067,m~aTar,مَّطَر,7,mTr,مطر
1068,$aA^q~u,شَا^قُّ,7,$qq,شقق
1069,jahor,جَهْر,7,jhr,جهر
1070,T~alaEa,طَّلَعَ,7,TlE,طلع
1071,EamiYa,عَمِىَ,7,Emy,عمي
1072,yaziru,يَزِرُ,7,wzr,وزر
1073,janaAH,جَنَاح,7,jnH,جنح
1074,qador,قَدْر,7,qdr,قدر
1075,Hab~,حَبّ,7,Hbb,حبب
1076,laTiyf,لَطِيف,7,lTf,لطف
1077,baSiyrap,بَصِيرَة,7,bSr,بصر
1078,dal~a,دَلَّ,7,dll,دلل
1079,HaY~a,حَىَّ,7,Hyy,حيي
1080,HijaAb,حِجَاب,7,Hjb,حجب
1081,sit~ap,سِتَّة,7,stt,ستت
1082,siyqa,سِيقَ,7,swq,سوق
1083,huwd,هُود,7,hwd,هود
1084,naAqap,نَاقَة,7,nwq,نوق
1085,ga`biriyn,غَٰبِرِين,7,gbr,غبر
1086,>umoTirato,أُمْطِرَتْ,7,mTr,مطر
1087,ka`rihuwn,كَٰرِهُون,7,krh,كره
1088,Hamol,حَمْل,7,Hml,حمل
1089,>aSiyl,أَصِيل,7,ASl,اصل
1090,yunqaSu,يُنقَصُ,7,nqS,نقص
