surah,verse,meccan_medinan,length_letters,length_words,rhyme_letter,position_class,tags_count,tags_list,characterization
2,105,medinan,98,25,م,middle,14,contains-wa-allah;divine-names;divine-names(2);divine-names-topic;iltifat;jesus-engagement;jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-deviation;rhyme-م;surah-2,Declares or asserts
2,106,medinan,61,19,ر,middle,17,contains-question;divine-names;divine-names(1);iltifat;medinan;medium;mentions-Allah;naskh;numerical-coincidence;parable;pos-middle;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-deviation;rhyme-ر;surah-2,Poses a rhetorical question
2,107,medinan,59,17,ر,middle,17,contains-question;divine-names;divine-names(1);iltifat;jinas;medinan;medium;mentions-Allah;mutashabih-lafzi;numerical-coincidence;pos-middle;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-deviation;rhyme-ر;surah-2,Poses a rhetorical question
2,108,medinan,73,18,ل,middle,9,contains-question;iltifat;jinas;medinan;medium;pos-middle;rhyme-deviation;rhyme-ل;surah-2,Poses a rhetorical question
2,109,medinan,123,33,ر,middle,14,divine-names;divine-names(2);hapax;iltifat;imperative;jesus-engagement;jinas;long;medinan;mentions-Allah;pos-middle;rhyme-deviation;rhyme-ر;surah-2,Declares or asserts
2,110,medinan,76,17,ر,middle,15,divine-names;divine-names(1);iltifat;imperative;imperative-topic;jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-deviation;rhyme-ر;salah;surah-2;zakat,Issues an imperative command
2,111,medinan,72,18,ن,middle,12,iltifat;imperative;jinas;medinan;medium;numerical-coincidence;pos-middle;qul-say-opener;quotation;rhyme-conforming;rhyme-ن;surah-2,Promises reward to the believers
2,112,medinan,58,17,ن,middle,11,body-part;divine-names;divine-names(1);emotion;iltifat;medinan;medium;pos-middle;rhyme-conforming;rhyme-ن;surah-2,Promises reward to the believers
2,113,medinan,141,31,ن,middle,12,divine-names;divine-names(1);jinas;long;medinan;mentions-Allah;parable;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-2,Describes an eschatological scene
2,114,medinan,113,30,م,middle,15,divine-names;divine-names(1);hapax;medinan;medium;mentions-Allah;negation;numerical-coincidence;pos-middle;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-deviation;rhyme-م;surah-2,Warns of punishment
2,115,medinan,52,12,م,middle,15,balagha;body-part;cosmology-audit;divine-names;divine-names(1);iltifat;jinas;medinan;medium;mentions-Allah;muhkam-mutashabih;pos-middle;rhyme-deviation;rhyme-م;surah-2,Describes the divine self
2,116,medinan,56,14,ن,middle,13,divine-names;divine-names(1);iltifat;kinship;medinan;medium;mentions-Allah;numerical-coincidence;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-2,Describes a sign in nature
2,117,medinan,47,11,ن,middle,13,contains-innama;iltifat;imperative;innama;innama-topic;jinas;medinan;pos-middle;quotation;rhyme-conforming;rhyme-ن;short;surah-2,Describes a sign in nature
2,118,medinan,103,24,ن,middle,14,contains-question;divine-names;divine-names(1);iltifat;jinas;medinan;medium;mentions-Allah;parable;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-2,Poses a rhetorical question
2,119,medinan,46,10,م,middle,8,iltifat;medinan;pos-middle;rhyme-deviation;rhyme-م;self-reference;short;surah-2,Affirms with emphatic particle
2,120,medinan,112,31,ر,middle,14,divine-names;divine-names(1);iltifat;imperative;jinas;medinan;medium;mentions-Allah;pos-middle;qul-say-opener;quotation;rhyme-deviation;rhyme-ر;surah-2,Declares or asserts
2,121,medinan,70,15,ن,middle,10,hapax;iltifat;jinas;medinan;medium;numerical-coincidence;pos-middle;rhyme-conforming;rhyme-ن;surah-2,Issues an imperative command
2,122,medinan,58,12,ن,middle,13,contains-vocative-ar;contains-vocative-en;iltifat;imperative;jinas;medinan;medium;pos-middle;rhyme-conforming;rhyme-ن;surah-2;vocative;vocative-topic,Addresses the audience by vocative
2,123,medinan,67,18,ن,middle,9,iltifat;imperative;jinas;medinan;medium;pos-middle;rhyme-conforming;rhyme-ن;surah-2,Issues a negative command
2,124,medinan,83,19,ن,middle,15,contains-question;covenant;hajj;iltifat;intra-xref;jinas;kinship;medinan;medium;pos-middle;prophet-micro-ring;quotation;rhyme-conforming;rhyme-ن;surah-2,Poses a rhetorical question
2,125,medinan,115,22,د,middle,17,animal;covenant;dual-form;dual-form-topic;hajj;hapax;iltifat;imperative;jinas;medinan;medium;pos-middle;rhyme-deviation;rhyme-د;sacred-geo;salah;surah-2,Narrates prophetic history
2,126,medinan,122,30,ر,middle,16,divine-names;divine-names(2);hajj;iltifat;imperative;jinas;long;medinan;mentions-Allah;numerical-coincidence;pos-middle;quotation;rhyme-deviation;rhyme-ر;surah-2;yawm,Narrates reported speech
2,127,medinan,65,14,م,middle,18,divine-name-pair-ending;divine-names;divine-names(2);divine-names-topic;dua;ends-divine-pair;hajj;iltifat;imperative;medinan;medium;numerical-coincidence;pos-middle;quotation-topic;rhyme-deviation;rhyme-م;sacred-geo;surah-2,Narrates prophetic history
2,128,medinan,76,17,م,middle,18,divine-name-pair-ending;divine-names;divine-names(2);dual-form;ends-divine-pair;hajj;hapax;iltifat;imperative;jinas;kinship;medinan;medium;pos-middle;rhyme-deviation;rhyme-م;sacrifice-vow;surah-2,Declares or asserts
2,129,medinan,81,16,م,middle,15,divine-name-pair-ending;divine-names;divine-names(2);divine-names-topic;ends-divine-pair;hajj;iltifat;imperative;jinas;medinan;medium;pos-middle;rhyme-deviation;rhyme-م;surah-2,Narrates prophetic history
2,130,medinan,74,18,ن,middle,11,hapax;iltifat;medinan;medium;pos-middle;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;surah-2,Narrates prophetic history
2,131,medinan,33,9,ن,middle,17,ayat-al-kursi-finding;balagha;baqarah-ibrahim-qibla;convergence;iltifat;imperative;jinas;medinan;numerical-coincidence;pos-middle;prophet-micro-ring;prophet-pericope;quotation;rhyme-conforming;rhyme-ن;short;surah-2,Narrates a past dialogue
2,132,medinan,70,17,ن,middle,15,baqarah-ibrahim-qibla;divine-names;divine-names(1);iltifat;jinas;kinship;medinan;medium;mentions-Allah;numerical-coincidence;pos-middle;rhyme-conforming;rhyme-ن;surah-2;vocative,Narrates prophetic history
2,133,medinan,114,27,ن,middle,15,baqarah-ibrahim-qibla;contains-question;convergence;iltifat;jinas;medinan;medium;numerical-coincidence;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-2,Poses a rhetorical question
2,134,medinan,54,15,ن,middle,9,baqarah-ibrahim-qibla;iltifat;jinas;medinan;medium;pos-middle;rhyme-conforming;rhyme-ن;surah-2,Declares or asserts
2,135,medinan,63,15,ن,middle,12,baqarah-ibrahim-qibla;iltifat;imperative;jinas;medinan;medium;pos-middle;qul-say-opener;quotation;rhyme-conforming;rhyme-ن;surah-2,Narrates prophetic history
2,136,medinan,135,31,ن,middle,18,baqarah-ibrahim-qibla;divine-names;divine-names(1);iltifat;imperative;jesus-engagement;jinas;long;medinan;mentions-Allah;mutashabih-lafzi;mutashabih-topic;numerical-coincidence;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-2,Commands the Prophet to declare
2,137,medinan,79,19,م,middle,21,balagha;baqarah-ibrahim-qibla;contains-innama;divine-name-cluster;divine-name-pair-ending;divine-names;divine-names(3);divine-names-topic;ends-divine-pair;iltifat;iltifat-topic;innama;jinas;medinan;medium;mentions-Allah;parable;pos-middle;rhyme-deviation;rhyme-م;surah-2,Declares or asserts
2,138,medinan,37,10,ن,middle,18,baqarah-ibrahim-qibla;contains-question;divine-names;divine-names(1);elative;iltifat;jinas;medinan;mentions-Allah;negation;pos-middle;rhetorical-Q;rhetorical-Q-topic;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-2,Poses a rhetorical question
2,139,medinan,63,14,ن,middle,21,baqarah-ibrahim-qibla;contains-question;divine-names;divine-names(1);hajj;iltifat;imperative;jinas;medinan;medium;mentions-Allah;numerical-coincidence;pos-middle;qul-imperative;qul-say-opener;quotation;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-2,Poses a rhetorical question
2,140,medinan,127,30,ن,middle,19,baqarah-ibrahim-qibla;contains-question;divine-names;divine-names(1);iltifat;imperative;jinas;long;medinan;mentions-Allah;numerical-coincidence;pos-middle;qul-say-opener;quotation;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-2,Poses a rhetorical question
2,141,medinan,54,15,ن,middle,9,baqarah-ibrahim-qibla;iltifat;jinas;medinan;medium;pos-middle;rhyme-conforming;rhyme-ن;surah-2,Declares or asserts
2,142,medinan,89,21,م,middle,26,baqarah-ibrahim-qibla;contains-question;deep-hypothesis;divine-names;divine-names(1);iltifat;imperative;intra-xref;jinas;medinan;medium;naskh;paired-opposite;pos-middle;qibla-change;qul-say-opener;quotation;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-deviation;rhyme-م;sacred-geo;salah;surah-2;yawm,Poses a rhetorical question
2,143,medinan,196,45,م,middle,24,ayat-al-kursi-finding;baqarah-ibrahim-qibla;convergence;divine-names;divine-names(1);dual-form;dual-form-topic;hapax;hapax-topic;iltifat;jinas;long;medinan;mentions-Allah;middle-ayah;negation;paired-opposite;pos-middle;rhyme-deviation;rhyme-م;salah;scholar-commentary;surah-2;ummatan-wasatan,Narrates prophetic history
2,144,medinan,146,34,ن,middle,24,baqarah-ibrahim-qibla;divine-names;divine-names(2);hajj;iltifat;imperative;intra-xref;jinas;long;medinan;mentions-Allah;middle-ayah;moses-finding;muhkam-mutashabih;naskh;opens-with-qad;pos-middle;qalb-theology;qibla-fulfilled;rhyme-conforming;rhyme-ن;sacred-geo;salah;surah-2,Declares or asserts
2,145,medinan,130,32,ن,middle,8,iltifat;jinas;long;medinan;pos-middle;rhyme-conforming;rhyme-ن;surah-2,Issues an imperative command
2,146,medinan,73,14,ن,middle,9,iltifat;jinas;medinan;medium;numerical-coincidence;pos-middle;rhyme-conforming;rhyme-ن;surah-2,Declares or asserts
2,147,medinan,27,7,ن,middle,9,iltifat;medinan;mutashabih-lafzi;numerical-coincidence;pos-middle;rhyme-conforming;rhyme-ن;short;surah-2,Declares or asserts
2,148,medinan,75,19,ر,middle,13,divine-names;divine-names(1);hapax;iltifat;imperative;jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-deviation;rhyme-ر;surah-2,Declares or asserts
2,149,medinan,66,17,ن,middle,17,ayat-al-kursi-finding;divine-names;divine-names(2);hashr-khawatim;iltifat;imperative;jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ن;sacred-geo;salah;surah-2;tawhid,Declares or asserts
2,150,medinan,138,31,ن,middle,15,emotion;hashr-khawatim;iltifat;imperative;imperative-topic;jinas;long;medinan;pos-middle;prohibitive;rhyme-conforming;rhyme-ن;sacred-geo;salah;surah-2,Declares or asserts
2,151,medinan,87,17,ن,middle,9,iltifat;jinas;medinan;medium;muqattaat-gradient;pos-middle;rhyme-conforming;rhyme-ن;surah-2,Narrates prophetic history
2,152,medinan,32,6,ن,middle,12,emotion;iltifat;imperative;jinas;medinan;pos-middle;prohibitive;qalb-theology;rhyme-conforming;rhyme-ن;short;surah-2,Issues an imperative command
2,153,medinan,53,11,ن,middle,16,contains-vocative-ar;contains-vocative-en;divine-names;divine-names(1);emotion;iltifat;imperative;jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ن;surah-2;vocative,Addresses the audience by vocative
2,154,medinan,50,13,ن,middle,14,divine-names;divine-names(1);iltifat;medinan;mentions-Allah;numerical-coincidence;pos-middle;prohibitive;quotation;rhyme-conforming;rhyme-ن;short;surah-2;weapon,Issues a negative command
2,155,medinan,66,12,ن,middle,8,iltifat;imperative;medinan;medium;pos-middle;rhyme-conforming;rhyme-ن;surah-2,Declares or asserts
2,156,medinan,45,10,ن,middle,11,divine-names;divine-names(1);iltifat;jinas;medinan;pos-middle;quotation;rhyme-conforming;rhyme-ن;short;surah-2,Declares or asserts
2,157,medinan,42,9,ن,middle,8,medinan;numerical-coincidence;pos-middle;rhyme-conforming;rhyme-ن;salah;short;surah-2,Declares or asserts
2,158,medinan,89,24,م,middle,15,divine-names;divine-names(1);dual-form;hajj;hapax;jinas;medinan;medium;mentions-Allah;muqattaat-gradient;pos-middle;rhyme-deviation;rhyme-م;sacred-geo;surah-2,Affirms with emphatic particle
2,159,medinan,91,20,ن,middle,12,divine-names;divine-names(1);hapax;iltifat;jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ن;surah-2,Affirms with emphatic particle
2,160,medinan,57,11,م,middle,12,divine-name-pair-ending;divine-names;divine-names(2);ends-divine-pair;iltifat;jinas;medinan;medium;pos-middle;rhyme-deviation;rhyme-م;surah-2,Declares or asserts
2,161,medinan,64,13,ن,middle,10,divine-names;divine-names(1);jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ن;surah-2,Affirms with emphatic particle
2,162,medinan,37,9,ن,middle,9,medinan;mutashabih-lafzi;mutashabih-topic;numerical-coincidence;pos-middle;rhyme-conforming;rhyme-ن;short;surah-2,Warns of punishment
2,163,medinan,35,9,م,middle,21,balagha;divine-name-pair-ending;divine-names;divine-names(2);divine-names-topic;ends-divine-pair;iltifat;info-theory;intra-xref;jinas;medinan;muhkam-mutashabih;negation;numerical-coincidence;pos-middle;quotation-topic;rhyme-deviation;rhyme-م;short;surah-2;tawhid,Issues a negative command
2,164,medinan,187,43,ن,middle,14,animal;divine-names;divine-names(1);hapax;iltifat;jinas;long;medinan;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ن;surah-2;tawhid,Affirms with emphatic particle
2,165,medinan,123,31,ب,middle,11,balagha;divine-names;divine-names(1);jinas;long;medinan;mentions-Allah;pos-middle;rhyme-deviation;rhyme-ب;surah-2,Warns of punishment
2,166,medinan,57,12,ب,middle,8,earth-sciences-audit;jinas;medinan;medium;pos-middle;rhyme-deviation;rhyme-ب;surah-2,Warns of punishment
2,167,medinan,96,23,ر,middle,13,divine-names;divine-names(1);iltifat;imperative;jinas;medinan;medium;mentions-Allah;pos-middle;quotation;rhyme-deviation;rhyme-ر;surah-2,Declares or asserts
2,168,medinan,68,17,ن,middle,15,contains-vocative-ar;contains-vocative-en;ethical-universalism;iblis;iltifat;imperative;medinan;medium;pos-middle;prohibitive;rhyme-conforming;rhyme-ن;surah-2;vocative;vocative-topic,Addresses the audience by vocative
2,169,medinan,50,11,ن,middle,15,contains-innama;divine-names;divine-names(1);iltifat;innama;innama-topic;medinan;mentions-Allah;numerical-coincidence;pos-middle;quotation;rhyme-conforming;rhyme-ن;short;surah-2,Declares or asserts
2,170,medinan,89,22,ن,middle,17,contains-question;divine-names;divine-names(1);iltifat;imperative;jinas;kinship;medinan;medium;mentions-Allah;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-2,Poses a rhetorical question
2,171,medinan,66,18,ن,middle,13,animal;hapax;jinas;medinan;medium;middle-ayah;parable;parable-topic;pos-middle;rhyme-conforming;rhyme-ن;sensory;surah-2,Declares or asserts
2,172,medinan,62,15,ن,middle,15,contains-vocative-ar;contains-vocative-en;divine-names;divine-names(1);iltifat;imperative;medinan;medium;middle-ayah;pos-middle;rhyme-conforming;rhyme-ن;scholar-commentary;surah-2;vocative,Addresses the audience by vocative
2,173,medinan,93,25,م,middle,17,body-part;contains-innama;divine-names;divine-names(1);embryology-audit;iltifat;innama;innama-topic;jinas;medinan;medium;mentions-Allah;mutashabih-lafzi;pos-middle;rhyme-deviation;rhyme-م;surah-2,Prescribes prohibition
2,174,medinan,122,29,م,middle,10,divine-names;divine-names(1);jinas;long;medinan;mentions-Allah;pos-middle;rhyme-deviation;rhyme-م;surah-2,Affirms with emphatic particle
2,175,medinan,61,11,ر,middle,6,medinan;medium;pos-middle;rhyme-deviation;rhyme-ر;surah-2,Issues an imperative command
2,176,medinan,58,14,د,middle,12,divine-names;divine-names(2);jinas;medinan;medium;mentions-Allah;numerical-coincidence;pos-middle;rhyme-deviation;rhyme-د;self-reference;surah-2,Declares or asserts
2,177,medinan,266,51,ن,middle,18,divine-names;divine-names(2);dual-form;hapax;iltifat;jinas;kinship;long;medinan;mentions-Allah;muhkam-mutashabih;pos-middle;rhyme-conforming;rhyme-ن;salah;surah-2;yawm;zakat,Narrates prophetic history
2,178,medinan,163,38,م,middle,14,contains-vocative-ar;contains-vocative-en;hapax;iltifat;jinas;long;medinan;pos-middle;rhyme-deviation;rhyme-م;surah-2;vocative;vocative-topic;weapon,Addresses the audience by vocative
2,179,medinan,39,9,ن,middle,9,iltifat;medinan;pos-middle;qalb-theology;rhyme-conforming;rhyme-ن;short;surah-2;vocative,Declares or asserts
2,180,medinan,77,16,ن,middle,11,dual-form;dual-form-topic;iltifat;medinan;medium;naskh;numerical-coincidence;pos-middle;rhyme-conforming;rhyme-ن;surah-2,Legislates a ruling
2,181,medinan,54,13,م,middle,14,contains-innama;divine-names;divine-names(1);divine-names-topic;innama;innama-topic;jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-deviation;rhyme-م;surah-2,Describes the divine self
2,182,medinan,55,16,م,middle,11,divine-names;divine-names(1);hapax;jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-deviation;rhyme-م;surah-2,Declares or asserts
2,183,medinan,61,15,ن,middle,14,contains-vocative-ar;contains-vocative-en;fasting;iltifat;jinas;medinan;medium;muhkam-mutashabih;pos-middle;rhyme-conforming;rhyme-ن;surah-2;vocative;vocative-topic,Addresses the audience by vocative
2,184,medinan,123,32,ن,middle,10,fasting;hapax;iltifat;jinas;long;medinan;pos-middle;rhyme-conforming;rhyme-ن;surah-2,Declares or asserts
2,185,medinan,185,44,ن,middle,17,divine-names;divine-names(1);ethical-universalism;fasting;hapax;iltifat;jinas;loan-word;long;medinan;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ن;scripture-ref;self-reference;surah-2,Describes a sign in nature
2,186,medinan,77,17,ن,middle,13,dual-form;fasting;hapax;iltifat;imperative;jinas;medinan;medium;numerical-coincidence;pos-middle;rhyme-conforming;rhyme-ن;surah-2,Declares or asserts
2,187,medinan,286,65,ن,middle,20,balagha;color;divine-names;divine-names(1);elative;fasting;hapax;iltifat;imperative;info-theory;jinas;long;medinan;mentions-Allah;nafs-theology;pos-middle;prohibitive;rhyme-conforming;rhyme-ن;surah-2,Declares or asserts
