surah,verse,n_tags,tags,brief_note
2,92,4,form-content-outlier;iltifat;numerical-coincidence;phonaesthetic,form-content-outlier=form-meets-content-outliers.md | iltifat=intra-strict:two_verbs; inter:3->2 | numerical-coincidence=numerical-coincidences.md | phonaesthetic=phonaesthetics.md
2,93,10,covenant;hapax;iltifat;imperative;loan-word;muqattaat;numerical-coincidence;qul-say-opener;quotation;sacred-geo,"covenant=covenant-language.md | hapax=lemma-hapax:>u$oribu (lemma=>u$oribu, root=$rb) | iltifat=intra-strict:two_verbs | imperative=>axa*a | loan-word=foreign-loan-words.md"
2,94,6,divine-names;iltifat;imperative;paradise-hell;qul-say-opener;quotation,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | imperative=qaAla | paradise-hell=paradise-hell-names.md | qul-say-opener=word-pos=1
2,95,4,divine-names;iltifat;mutashabih-lafzi;numerical-coincidence,"divine-names=1 name(s): Allah | iltifat=inter:2->3 | mutashabih-lafzi=pair with 62:7 (suffix_pronoun_change, r=0.8235) | numerical-coincidence=numerical-coincidences.md"
2,96,6,divine-names;famous-number;hapax;iltifat;numerical-coincidence;prime-mod,"divine-names=1 name(s): Allah | famous-number=numbers-spelled.md | hapax=lemma-hapax:>aHoraS (lemma=>aHoraS, root=HrS) | iltifat=intra-strict:two_verbs | numerical-coincidence=numerical-coincidences.md"
2,97,10,angel;body-part;divine-names;dual-form;dual-form-topic;iltifat;imperative;numerical-coincidence;qul-say-opener;quotation,angel=angels-catalog.md | body-part=body-parts.md | divine-names=1 name(s): Allah | dual-form=yad | dual-form-topic=dual-form-mapping.md
2,98,5,angel;divine-names;hapax;muqattaat;phonaesthetic,"angel=angels-catalog.md | divine-names=1 name(s): Allah | hapax=lemma-hapax:miykaY`l (lemma=miykaY`l, root=) | muqattaat=muqattaat-analysis.md | phonaesthetic=phonaesthetics.md"
2,99,2,iltifat;numerical-coincidence,iltifat=intra-strict:two_verbs; inter:3->1 | numerical-coincidence=numerical-coincidences.md
2,100,3,covenant;iltifat;rhetorical-question,covenant=covenant-language.md | iltifat=inter:1->3 | rhetorical-question=rhetorical-affirmation (taqrīrī) markers=a-
2,101,2,body-part;divine-names,body-part=body-parts.md | divine-names=1 name(s): Allah
2,102,13,angel;divine-names;dual-form;dual-form-topic;famous-number;hapax;iblis;iltifat;innama;jinas;numerical-coincidence;quotation;sacred-geo,angel=angels-catalog.md | divine-names=1 name(s): Allah | dual-form=malak | dual-form-topic=dual-form-mapping.md | famous-number=numbers-spelled.md
2,103,1,divine-names,divine-names=1 name(s): Allah
2,104,7,iltifat;imperative;naskh;prohibitive;quotation;vocative;vocative-topic,iltifat=intra-strict:two_verbs; inter:3->2 | imperative=ra`Ei | naskh=naskh-catalog.md | prohibitive | quotation=other speaker=Disbelievers
2,105,4,divine-names;divine-names-topic;iltifat;jesus-engagement,divine-names=2 name(s): al-'Azim|Allah | divine-names-topic=divine-names-distribution.md | iltifat=inter:2->3 | jesus-engagement=jc-engagement.md
2,106,7,divine-names;iltifat;naskh;numerical-coincidence;parable;rhetorical-question;rhyme-break,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs; inter:3->1 | naskh=naskh-catalog.md | numerical-coincidence=numerical-coincidences.md | parable=E:abrogation→mithliha [mithliha]
2,107,6,divine-names;iltifat;mutashabih-lafzi;numerical-coincidence;rhetorical-question;rhyme-break,"divine-names=1 name(s): Allah | iltifat=intra-strict:verb_plus_indep_pron; inter:1->2 | mutashabih-lafzi=pair with 9:116 (particle_change;lexeme_substitution, r=0.84) | numerical-coincidence=numerical-coincidences.md | rhetorical-question=rhetorical-negation (inkārī) markers=a-"
2,108,1,iltifat,iltifat=intra-strict:two_verbs
2,109,5,divine-names;hapax;iltifat;imperative;jesus-engagement,"divine-names=2 name(s): al-Haqq|Allah | hapax=lemma-hapax:Hasad (lemma=Hasad, root=Hsd) | iltifat=intra-strict:two_verbs; inter:2->3 | imperative=EafaA | jesus-engagement=jc-engagement.md"
2,110,6,divine-names;iltifat;imperative;imperative-topic;salah;zakat,divine-names=1 name(s): Allah | iltifat=inter:3->2 | imperative=>aqaAma | imperative-topic=imperative-mood.md | salah=salah-theology.md
2,111,5,iltifat;imperative;numerical-coincidence;qul-say-opener;quotation,iltifat=intra-strict:two_verbs | imperative=qaAla | numerical-coincidence=numerical-coincidences.md | qul-say-opener=word-pos=13 | quotation=qalu speaker=UNCLASSIFIED
2,112,4,body-part;divine-names;emotion;iltifat,body-part=body-parts.md | divine-names=1 name(s): Allah | emotion=emotion-vocabulary.md | iltifat=inter:2->3
2,113,4,divine-names;jinas;parable;quotation,divine-names=1 name(s): Allah | jinas=jinas-wordplay.md | parable=E:sectarian speech→mithla qawlihim [kadhalika] | quotation=qalat speaker=Disbelievers
2,114,6,divine-names;hapax;negation;numerical-coincidence;rhetorical-question;rhyme-break,"divine-names=1 name(s): Allah | hapax=lemma-hapax:xaraAb (lemma=xaraAb, root=xrb) | negation=negation-taxonomy.md | numerical-coincidence=numerical-coincidences.md | rhetorical-question=other-question markers=man"
2,115,7,balagha;body-part;cosmology-audit;divine-names;iltifat;jinas;muhkam-mutashabih,balagha=balagha-mapping.md | body-part=body-parts.md | cosmology-audit=cosmology-audit.md | divine-names=1 name(s): Allah | iltifat=inter:3->2
2,116,5,divine-names;iltifat;kinship;numerical-coincidence;quotation,divine-names=1 name(s): Allah | iltifat=inter:2->3 | kinship=kinship-vocabulary.md | numerical-coincidence=numerical-coincidences.md | quotation=qalu speaker=Disbelievers
2,117,5,iltifat;imperative;innama;innama-topic;quotation,iltifat=intra-strict:two_verbs | imperative=kaAna | innama=count=1 | innama-topic=innama-formula.md | quotation=yaqulu speaker=Disbelievers
2,118,5,divine-names;iltifat;jinas;parable;quotation,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | jinas=jinas-wordplay.md | parable=E:prior peoples speak alike→mithla qawlihim [tashabahat qulubuhum] | quotation=qala speaker=Disbelievers
2,119,2,iltifat;self-reference,iltifat=intra-strict:two_verbs; inter:3->1 | self-reference=quranic-self-reference.md
2,120,5,divine-names;iltifat;imperative;qul-say-opener;quotation,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs; inter:1->2 | imperative=qaAla | qul-say-opener=word-pos=10 | quotation=qul speaker=GOD->Muhammad (Qul)
2,121,3,hapax;iltifat;numerical-coincidence,"hapax=lemma-hapax:tilaAwat (lemma=tilaAwat, root=tlw) | iltifat=intra-strict:two_verbs; inter:2->3 | numerical-coincidence=numerical-coincidences.md"
2,122,4,iltifat;imperative;vocative;vocative-topic,iltifat=intra-strict:two_verbs; inter:3->1 | imperative=*akara | vocative=O_children_of_Israel | vocative-topic=vocative-addresses.md
2,123,2,iltifat;imperative,iltifat=intra-strict:two_verbs; inter:1->3 | imperative={t~aqaY`
2,124,7,covenant;hajj;intra-xref;jinas;kinship;prophet-micro-ring;quotation,covenant=covenant-language.md | hajj=hajj-theology.md | intra-xref=intra-quranic-cross-references.md | jinas=jinas-wordplay.md | kinship=kinship-vocabulary.md
2,125,10,animal;covenant;dual-form;dual-form-topic;hajj;hapax;iltifat;imperative;sacred-geo;salah,animal=quran-bestiary.md | covenant=covenant-language.md | dual-form=Tah~ara | dual-form-topic=dual-form-mapping.md | hajj=hajj-theology.md
2,126,7,divine-names;hajj;iltifat;imperative;numerical-coincidence;quotation;yawm,divine-names=2 name(s): al-Akhir|Allah | hajj=hajj-theology.md | iltifat=intra-strict:two_verbs; inter:1->3 | imperative=jaEala | numerical-coincidence=numerical-coincidences.md
2,127,10,divine-name-pair-ending;divine-names;divine-names-topic;dua;hajj;iltifat;imperative;numerical-coincidence;quotation-topic;sacred-geo,divine-name-pair-ending=al-Sami|al-'Alim | divine-names=2 name(s): al-Sami|al-'Alim | divine-names-topic=divine-names-distribution.md | dua=dua-structure.md | hajj=hajj-theology.md
2,128,8,divine-name-pair-ending;divine-names;dual-form;hajj;hapax;imperative;kinship;sacrifice-vow,"divine-name-pair-ending=al-Tawwab|al-Rahim | divine-names=2 name(s): al-Tawwab|al-Rahim | dual-form=musolim | hajj=hajj-theology.md | hapax=lemma-hapax:m~usolimap (lemma=m~usolimap, root=slm)"
2,129,6,divine-name-pair-ending;divine-names;divine-names-topic;hajj;iltifat;imperative,divine-name-pair-ending=al-Hakim|al-Aziz | divine-names=2 name(s): al-Hakim|al-Aziz | divine-names-topic=divine-names-distribution.md | hajj=hajj-theology.md | iltifat=intra-strict:two_verbs; inter:2->3
2,130,4,hapax;iltifat;rhetorical-question;rhyme-break,"hapax=lemma-hapax:safiha (lemma=safiha, root=sfh) | iltifat=intra-strict:two_verbs | rhetorical-question=other-question markers=man | rhyme-break=rhetorical-Q at rhyme-break"
2,131,11,ayat-al-kursi-finding;balagha;baqarah-ibrahim-qibla;convergence;iltifat;imperative;jinas;numerical-coincidence;prophet-micro-ring;prophet-pericope;quotation,ayat-al-kursi-finding=ayat-al-kursi.md | balagha=balagha-mapping.md | baqarah-ibrahim-qibla=Ibrahim/Qibla pivot 131-144 | convergence=convergence-analysis.md | iltifat=intra-strict:two_verbs
2,132,6,baqarah-ibrahim-qibla;divine-names;iltifat;kinship;numerical-coincidence;vocative,baqarah-ibrahim-qibla=Ibrahim/Qibla pivot 131-144 | divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | kinship=kinship-vocabulary.md | numerical-coincidence=numerical-coincidences.md
2,133,7,baqarah-ibrahim-qibla;convergence;iltifat;jinas;numerical-coincidence;quotation;rhetorical-question,baqarah-ibrahim-qibla=Ibrahim/Qibla pivot 131-144 | convergence=convergence-analysis.md | iltifat=intra-strict:two_verbs | jinas=jinas-wordplay.md | numerical-coincidence=numerical-coincidences.md
2,134,2,baqarah-ibrahim-qibla;iltifat,baqarah-ibrahim-qibla=Ibrahim/Qibla pivot 131-144 | iltifat=intra-strict:two_verbs
2,135,5,baqarah-ibrahim-qibla;iltifat;imperative;qul-say-opener;quotation,baqarah-ibrahim-qibla=Ibrahim/Qibla pivot 131-144 | iltifat=intra-strict:two_verbs; inter:3->2 | imperative=kaAna | qul-say-opener=word-pos=7 | quotation=qalu speaker=Abraham
2,136,9,baqarah-ibrahim-qibla;divine-names;iltifat;imperative;jesus-engagement;mutashabih-lafzi;mutashabih-topic;numerical-coincidence;quotation,baqarah-ibrahim-qibla=Ibrahim/Qibla pivot 131-144 | divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs; inter:2->3 | imperative=qaAla | jesus-engagement=jc-engagement.md
2,137,10,balagha;baqarah-ibrahim-qibla;divine-name-cluster;divine-name-pair-ending;divine-names;divine-names-topic;iltifat;iltifat-topic;innama;parable,balagha=balagha-mapping.md | baqarah-ibrahim-qibla=Ibrahim/Qibla pivot 131-144 | divine-name-cluster=3 names | divine-name-pair-ending=al-Sami|al-'Alim|Allah | divine-names=3 name(s): al-Sami|al-'Alim|Allah
2,138,7,baqarah-ibrahim-qibla;divine-names;elative;iltifat;negation;rhetorical-Q-topic;rhetorical-question,baqarah-ibrahim-qibla=Ibrahim/Qibla pivot 131-144 | divine-names=1 name(s): Allah | elative=elative-forms.md | iltifat=inter:3->1 | negation=negation-taxonomy.md
2,139,9,baqarah-ibrahim-qibla;divine-names;hajj;iltifat;imperative;numerical-coincidence;qul-say-opener;quotation;rhetorical-question,baqarah-ibrahim-qibla=Ibrahim/Qibla pivot 131-144 | divine-names=1 name(s): Allah | hajj=hajj-theology.md | iltifat=intra-strict:verb_plus_indep_pron; inter:1->2 | imperative=qaAla
2,140,9,baqarah-ibrahim-qibla;divine-names;iltifat;imperative;jinas;numerical-coincidence;qul-say-opener;quotation;rhetorical-question,baqarah-ibrahim-qibla=Ibrahim/Qibla pivot 131-144 | divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | imperative=qaAla | jinas=jinas-wordplay.md
2,141,2,baqarah-ibrahim-qibla;iltifat,baqarah-ibrahim-qibla=Ibrahim/Qibla pivot 131-144 | iltifat=intra-strict:two_verbs; inter:2->3
2,142,16,baqarah-ibrahim-qibla;deep-hypothesis;divine-names;iltifat;imperative;intra-xref;naskh;paired-opposite;qibla-change;qul-say-opener;quotation;rhetorical-question;rhyme-break;sacred-geo;salah;yawm,baqarah-ibrahim-qibla=Ibrahim/Qibla pivot 131-144 | deep-hypothesis=deep-hypotheses-queue.md | divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | imperative=qaAla
2,143,16,ayat-al-kursi-finding;baqarah-ibrahim-qibla;convergence;divine-names;dual-form;dual-form-topic;hapax;hapax-topic;iltifat;jinas;middle-ayah;negation;paired-opposite;salah;scholar-commentary;ummatan-wasatan,ayat-al-kursi-finding=ayat-al-kursi.md | baqarah-ibrahim-qibla=Ibrahim/Qibla pivot 131-144 | convergence=convergence-analysis.md | divine-names=1 name(s): Allah | dual-form=Eaqib
2,144,15,baqarah-ibrahim-qibla;divine-names;hajj;iltifat;imperative;intra-xref;jinas;middle-ayah;moses-finding;muhkam-mutashabih;naskh;qalb-theology;qibla-fulfilled;sacred-geo;salah,baqarah-ibrahim-qibla=Ibrahim/Qibla pivot 131-144 | divine-names=2 name(s): al-Haqq|Allah | hajj=hajj-theology.md | iltifat=intra-strict:two_verbs; inter:3->2 | imperative=wal~aY`
2,145,2,iltifat;jinas,iltifat=intra-strict:two_verbs; inter:2->3 | jinas=jinas-wordplay.md
2,146,2,iltifat;numerical-coincidence,iltifat=intra-strict:two_verbs | numerical-coincidence=numerical-coincidences.md
2,147,3,iltifat;mutashabih-lafzi;numerical-coincidence,"iltifat=inter:3->2 | mutashabih-lafzi=pair with 3:60 (addition_in_a, r=0.9167) | numerical-coincidence=numerical-coincidences.md"
2,148,4,divine-names;hapax;iltifat;imperative,"divine-names=1 name(s): Allah | hapax=lemma-hapax:muwal~iy (lemma=muwal~iy, root=wly) | iltifat=intra-strict:two_verbs | imperative={sotabaqa"
2,149,8,ayat-al-kursi-finding;divine-names;hashr-khawatim;imperative;jinas;sacred-geo;salah;tawhid,ayat-al-kursi-finding=ayat-al-kursi.md | divine-names=2 name(s): al-Haqq|Allah | hashr-khawatim=khawatim-al-hashr-analysis.md | imperative=wal~aY` | jinas=jinas-wordplay.md
2,150,8,emotion;hashr-khawatim;iltifat;imperative;imperative-topic;prohibitive;sacred-geo;salah,emotion=emotion-vocabulary.md | hashr-khawatim=khawatim-al-hashr-analysis.md | iltifat=intra-strict:two_verbs | imperative=wal~aY` | imperative-topic=imperative-mood.md
2,151,3,iltifat;jinas;muqattaat-gradient,iltifat=intra-strict:two_verbs | jinas=jinas-wordplay.md | muqattaat-gradient=muqattaat-positional-gradient.md
2,152,5,emotion;iltifat;imperative;prohibitive;qalb-theology,emotion=emotion-vocabulary.md | iltifat=intra-strict:two_verbs | imperative=*akara | prohibitive | qalb-theology=qalb-theology.md
2,153,5,divine-names;emotion;iltifat;imperative;vocative,divine-names=1 name(s): Allah | emotion=emotion-vocabulary.md | iltifat=intra-strict:two_verbs | imperative={sotaEiynu | vocative=O_believers
2,154,6,divine-names;iltifat;numerical-coincidence;prohibitive;quotation;weapon,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | numerical-coincidence=numerical-coincidences.md | prohibitive | quotation=other speaker=UNCLASSIFIED
2,155,2,iltifat;imperative,iltifat=intra-strict:two_verbs | imperative=bu$~ira
2,156,3,divine-names;iltifat;quotation,divine-names=1 name(s): Allah | iltifat=inter:2->3 | quotation=qalu speaker=UNCLASSIFIED
2,157,2,numerical-coincidence;salah,numerical-coincidence=numerical-coincidences.md | salah=salah-theology.md
2,158,6,divine-names;dual-form;hajj;hapax;muqattaat-gradient;sacred-geo,"divine-names=1 name(s): Allah | dual-form | hajj=hajj-theology.md | hapax=lemma-hapax:Haj~a (lemma=Haj~a, root=Hjj) | muqattaat-gradient=muqattaat-positional-gradient.md"
2,159,4,divine-names;hapax;iltifat;jinas,"divine-names=1 name(s): Allah | hapax=lemma-hapax:l~a`Einuwn (lemma=l~a`Einuwn, root=lEn) | iltifat=intra-strict:two_verbs | jinas=jinas-wordplay.md"
2,160,4,divine-name-pair-ending;divine-names;iltifat;jinas,divine-name-pair-ending=al-Tawwab|al-Rahim | divine-names=2 name(s): al-Tawwab|al-Rahim | iltifat=intra-strict:two_verbs | jinas=jinas-wordplay.md
2,161,1,divine-names,divine-names=1 name(s): Allah
2,162,3,mutashabih-lafzi;mutashabih-topic;numerical-coincidence,"mutashabih-lafzi=pair with 3:88 (truly_identical, r=1.0) | mutashabih-topic=mutashabih-lafzi.md | numerical-coincidence=numerical-coincidences.md"
2,163,13,balagha;divine-name-pair-ending;divine-names;divine-names-topic;iltifat;info-theory;intra-xref;jinas;muhkam-mutashabih;negation;numerical-coincidence;quotation-topic;tawhid,balagha=balagha-mapping.md | divine-name-pair-ending=al-Rahman|al-Rahim | divine-names=2 name(s): al-Rahman|al-Rahim | divine-names-topic=divine-names-distribution.md | iltifat=inter:3->2
2,164,6,animal;divine-names;hapax;iltifat;jinas;tawhid,"animal=quran-bestiary.md | divine-names=1 name(s): Allah | hapax=lemma-hapax:musax~ar (lemma=musax~ar, root=sxr) | iltifat=inter:2->3 | jinas=jinas-wordplay.md"
2,165,3,balagha;divine-names;jinas,balagha=balagha-mapping.md | divine-names=1 name(s): Allah | jinas=jinas-wordplay.md
2,166,1,earth-sciences-audit,earth-sciences-audit=earth-sciences-audit.md
2,167,4,divine-names;iltifat;imperative;quotation,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | imperative=tabar~a>a | quotation=qala speaker=UNCLASSIFIED
2,168,7,ethical-universalism;iblis;iltifat;imperative;prohibitive;vocative;vocative-topic,ethical-universalism=ethical-universalism.md | iblis=iblis-satan.md | iltifat=inter:3->2 | imperative=>akala | prohibitive
2,169,6,divine-names;iltifat;innama;innama-topic;numerical-coincidence;quotation,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | innama=count=1 | innama-topic=innama-formula.md | numerical-coincidence=numerical-coincidences.md
